date,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15
cumulative confirmed cases,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,8.0,17.0,18.0,26.0,36.0,45.0,61.0,69.0,107.0,132.0,154.0,175.0,199.0,265.0,309.0,347.0,384.0,446.0,480.0,518.0,613.0,633.0,778.0,913.0,912.0,1067.0,1126.0,1228.0,1304.0,1375.0,1449.0,1502.0,1558.0,1602.0,1658.0,1694.0,1701.0,1801.0,1834.0,1866.0,1907.0,1949.0,1987.0,2031.0,2055.0,2092.0,2142.0,2162.0,2162.0,2208.0,2239.0,2267.0,2297.0,2311.0,2355.0,2370.0,2416.0,2446.0,2466.0,2492.0,2737.0,2784.0,2807.0,2830.0,2889.0,2917.0,2917.0,2932.0,2970.0,2998.0,3009.0,3048.0,3065.0,3071.0,3082.0,3125.0,3153.0,3162.0,3198.0,3212.0,3212.0,3240.0,3249.0,3297.0,3318.0,3323.0,3341.0,3341.0,3349.0,3379.0,3412.0,3427.0,3442.0,3471.0,3472.0,3471.0,3504.0,3524.0,3532.0,3541.0,3566.0,3566.0,3566.0,3595.0,3614.0,3641.0,3656.0,3678.0,3678.0,3678.0,3747.0,3813.0,3833.0,3862.0,3893.0,3893.0,3903.0,3996.0,4018.0,4063.0,4112.0,4112.0,4143.0,4178.0,4273.0,4318.0,4339.0,4386.0,4438.0,4438.0,4438.0,4613.0,4649.0,4684.0
cumulative deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,7.0,9.0,10.0,10.0,15.0,15.0,18.0,23.0,23.0,23.0,30.0,32.0,39.0,39.0,41.0,44.0,48.0,57.0,60.0,61.0,63.0,66.0,67.0,69.0,73.0,77.0,80.0,85.0,87.0,92.0,92.0,96.0,98.0,98.0,99.0,102.0,103.0,104.0,106.0,106.0,106.0,108.0,108.0,108.0,108.0,110.0,110.0,112.0,114.0,114.0,114.0,116.0,118.0,119.0,119.0,121.0,125.0,125.0,125.0,125.0,131.0,131.0,132.0,134.0,134.0,134.0,135.0,143.0,145.0,147.0,147.0,147.0,147.0,148.0,149.0,150.0,152.0,151.0,152.0,151.0,152.0,154.0,154.0,155.0,155.0,155.0,155.0,155.0,157.0,158.0,159.0,161.0,162.0,162.0,163.0,163.0,164.0,164.0,166.0,167.0,167.0,169.0,170.0,170.0,170.0,172.0,172.0,174.0,175.0,175.0,177.0,177.0,178.0,178.0,178.0,178.0,180.0,182.0
