date,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15
cumulative confirmed cases,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,7.0,11.0,17.0,22.0,27.0,40.0,51.0,76.0,76.0,107.0,179.0,279.0,412.0,548.0,805.0,922.0,1194.0,1418.0,1904.0,2239.0,2613.0,3445.0,3727.0,4496.0,5152.0,5575.0,6473.0,7439.0,8043.0,8728.0,9509.0,10520.0,11415.0,12472.0,13417.0,14585.0,15474.0,16323.0,17306.0,18087.0,19391.0,20395.0,21272.0,22101.0,23181.0,24546.0,25811.0,27616.0,29058.0,30574.0,31953.0,33449.0,34880.0,36513.0,38668.0,40227.0,42324.0,43715.0,45223.0,46689.0,48341.0,50236.0,51674.0,52655.0,53381.0,55470.0,56406.0,58457.0,59905.0,61212.0,62218.0,63690.0,64691.0,66213.0,67551.0,68949.0,70417.0,72010.0,73097.0,73819.0,74521.0,75306.0,76266.0,77119.0,77925.0,78495.0,79673.0,80204.0,80713.0,81344.0,81924.0,82427.0,82819.0,83271.0,83585.0,83978.0,84249.0,84581.0,84906.0,85184.0,85538.0,85858.0,86179.0,86551.0,86885.0,87177.0,87424.0,87784.0,88138.0,88650.0,89068.0,89407.0,89755.0,90122.0,90536.0,90911.0,91381.0,91774.0,92240.0,92532.0,92781.0,93053.0,93496.0,94005.0,94605.0,95138.0,95557.0,95884.0,96186.0,96662.0
cumulative deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,6.0,9.0,12.0,13.0,18.0,20.0,28.0,40.0,44.0,61.0,95.0,107.0,141.0,167.0,186.0,209.0,249.0,312.0,351.0,398.0,453.0,485.0,543.0,577.0,630.0,722.0,760.0,860.0,877.0,915.0,1002.0,1072.0,1142.0,1220.0,1267.0,1313.0,1347.0,1457.0,1516.0,1607.0,1673.0,1743.0,1786.0,1802.0,1922.0,2004.0,2110.0,2197.0,2264.0,2317.0,2361.0,2449.0,2589.0,2675.0,2762.0,2814.0,2839.0,2889.0,2980.0,3074.0,3114.0,3187.0,3246.0,3304.0,3324.0,3354.0,3455.0,3519.0,3570.0,3603.0,3642.0,3658.0,3726.0,3780.0,3846.0,3880.0,3913.0,3944.0,3959.0,4010.0,4053.0,4111.0,4162.0,4173.0,4189.0,4206.0,4253.0,4304.0,4333.0,4363.0,4390.0,4404.0,4423.0,4439.0,4478.0,4500.0,4526.0,4536.0,4542.0,4554.0,4565.0,4581.0,4609.0,4618.0,4622.0,4627.0,4630.0,4651.0,4664.0,4676.0,4693.0,4711.0,4725.0,4729.0,4741.0,4745.0
