date,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15
cumulative confirmed cases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,10.0,15.0,41.0,41.0,49.0,60.0,65.0,75.0,83.0,89.0,100.0,119.0,144.0,177.0,199.0,232.0,304.0,446.0,538.0,685.0,842.0,981.0,1141.0,1340.0,1582.0,1870.0,2202.0,2468.0,2632.0,2950.0,3187.0,3545.0,4045.0,4447.0,4872.0,5660.0,5983.0,6254.0,6681.0,7206.0,7744.0,8297.0,8737.0,9253.0,9621.0,10094.0,10724.0,11681.0,12253.0,12648.0,12953.0,13417.0,13799.0,14208.0,14607.0,15048.0,15370.0,15757.0,15980.0,16327.0,16676.0,17014.0,17307.0,17589.0,17774.0,17953.0,18201.0,18381.0,18683.0,18883.0,19129.0,19345.0,19504.0,19708.0,19930.0,20085.0,20232.0,20437.0,20539.0,20601.0,20706.0,20857.0,20972.0,21124.0,21287.0,22224.0,22296.0,22403.0,22485.0,22583.0,22686.0,22754.0,22812.0,22845.0,22889.0,22996.0,23075.0,23156.0,23195.0,23227.0,23269.0,23346.0,23407.0,23464.0,23544.0,23574.0,23609.0,23647.0,23697.0,23741.0,23786.0,23859.0,23915.0,23946.0,23962.0,23998.0,24039.0,24083.0,24115.0,24153.0,24193.0,24243.0,24300.0,24348.0,24377.0,24436.0,24483.0,24536.0,24600.0,24652.0
cumulative deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,6.0,7.0,9.0,18.0,21.0,29.0,39.0,39.0,42.0,48.0,69.0,80.0,93.0,109.0,137.0,149.0,163.0,188.0,221.0,258.0,294.0,334.0,372.0,402.0,428.0,494.0,545.0,585.0,629.0,670.0,700.0,731.0,802.0,845.0,885.0,923.0,972.0,997.0,1028.0,1070.0,1103.0,1132.0,1169.0,1207.0,1235.0,1244.0,1282.0,1327.0,1347.0,1370.0,1394.0,1412.0,1436.0,1462.0,1478.0,1496.0,1512.0,1518.0,1527.0,1535.0,1549.0,1564.0,1583.0,1596.0,1615.0,1650.0,1663.0,1676.0,1689.0,1695.0,1701.0,1705.0,1711.0,1720.0,1725.0,1733.0,1744.0,1748.0,1756.0,1763.0,1765.0,1781.0,1788.0,1791.0,1801.0,1807.0,1809.0,1812.0,1820.0,1825.0,1839.0,1849.0,1855.0,1862.0,1851.0,1858.0,1867.0,1870.0,1877.0,1879.0,1882.0,1888.0,1897.0,1903.0,1908.0,1913.0,1916.0,1921.0,1923.0,1928.0
