date,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15
cumulative confirmed cases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,17.0,19.0,28.0,41.0,51.0,79.0,98.0,109.0,131.0,183.0,382.0,754.0,1234.0,1900.0,2442.0,2869.0,3285.0,3914.0,4657.0,5537.0,6445.0,7344.0,8544.0,9555.0,10587.0,12024.0,13346.0,14398.0,15616.0,16610.0,18548.0,20140.0,21512.0,22584.0,23553.0,24358.0,25250.0,26715.0,27772.0,28539.0,29180.0,30013.0,30677.0,31079.0,31555.0,32124.0,32765.0,33798.0,34522.0,34865.0,35085.0,35505.0,35854.0,36161.0,36519.0,36780.0,36965.0,37152.0,37350.0,37593.0,37812.0,38028.0,38217.0,38337.0,38434.0,38587.0,38743.0,38864.0,39033.0,39136.0,39225.0,39295.0,39368.0,39487.0,39608.0,39726.0,39837.0,39907.0,39974.0,40034.0,40140.0,40226.0,40307.0,40396.0,40479.0,40572.0,40644.0,40713.0,40797.0,40853.0,40904.0,40947.0,40980.0,41015.0,41060.0,41114.0,41172.0,41204.0,41240.0,41290.0,41320.0,41349.0,41387.0,41443.0,41479.0,41513.0,41544.0,41585.0,41646.0,41684.0,41725.0,41754.0,41780.0,41807.0,41853.0,41910.0,41947.0,41988.0,42031.0,42053.0,42088.0,42122.0,42164.0,42232.0,42267.0,42307.0,42354.0,42423.0,42462.0
cumulative deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,7.0,7.0,9.0,9.0,17.0,19.0,27.0,35.0,39.0,48.0,63.0,76.0,95.0,138.0,396.0,396.0,535.0,620.0,701.0,778.0,890.0,965.0,1030.0,1109.0,1217.0,1286.0,1356.0,1356.0,1356.0,1577.0,1638.0,1717.0,1764.0,1813.0,1867.0,1917.0,1962.0,2003.0,2039.0,2077.0,2111.0,2140.0,2167.0,2194.0,2221.0,2250.0,2325.0,2340.0,2362.0,2388.0,2413.0,2425.0,2453.0,2468.0,2485.0,2499.0,2507.0,2517.0,2530.0,2541.0,2550.0,2558.0,2572.0,2578.0,2586.0,2597.0,2601.0,2604.0,2608.0,2611.0,2615.0,2615.0,2619.0,2622.0,2626.0,2629.0,2631.0,2635.0,2642.0,2645.0,2650.0,2653.0,2654.0,2667.0,2668.0,2670.0,2672.0,2676.0,2677.0,2677.0,2680.0,2680.0,2683.0,2683.0,2686.0,2687.0,2688.0,2690.0,2691.0,2692.0,2692.0,2693.0,2694.0,2695.0,2697.0,2697.0,2697.0,2698.0,2698.0,2699.0,2699.0,2701.0,2701.0,2701.0,2701.0,2701.0,2702.0
