  0.0,  0.0
0.07119391931409272,0.07034141082441532
0.14377862231671104,0.142099461061262
0.21729489721419037,0.21482382284159274
0.29188862131931714,0.2886574534068412
0.3680639020922826,0.36409633396199026
0.44653147426072126,0.4418412603771656
0.5281198899386111,0.5227106588949513
0.6137266124523071,0.6075923662728815
0.7042938559603026,0.6974196799536764
0.8007994953807799,0.7931622538365445
0.9042570273055224,0.8958259512702069
1.0157209144442365,1.0064580530605305
1.1362951298757733,1.1261556666446955
1.2671436392643485,1.256076086625169
1.4095021245797892,1.3974484133838792
1.5646905987866395,1.5515860785673838
1.7341267705369587,1.7199001342306035
1.919340142855575,1.9039132875840354
2.121986906457237,2.105274738762683
2.343865738410753,2.325775932072615
2.5869346456581197,2.567367357600266
2.8533289946967515,2.8321765423861605
3.1453809328419973,3.122527440539205
3.465640349642569,3.440961363767489
3.8168976171215485,3.7902596929580055
4.2022082827857705,4.173468554360451
4.624919964579655,4.593925688667936
5.088701713926856,5.055289795496383
5.597576152811291,5.5615727302657625
6.148555811860119,6.109903275667737
6.738659988823313,6.697419296209114
7.372301168350448,7.328528736076628
8.054070820540915,8.007822609873871
8.788793796416616,8.740129054322011
9.581575631668894,9.530560534789117
10.437847133061537,10.384558472829166
11.363408405960252,11.30793740818147
12.364473460873912,12.306929803789977
13.447716274374656,13.38823238397843
14.62031874550807,14.5590543998126
15.89002133181982,15.827168712107266
17.265176159797683,17.200965239545923
18.754804720102175,18.68950940324151
20.368657846275333,20.302602381603283
22.117281045885232,22.05084740006437
24.012084456377256,23.94572037342252
26.065417998498106,25.99964569065674
28.290652154609973,28.22607849446094
30.702265447672012,30.639591599092036
33.31593822220059,33.25597405567143
36.14865599114989,36.092331052495055
39.21881726979629,39.16719663924323
42.54635377727884,42.50065425822039
46.15285911011851,46.11446692298658
50.06172543055288,50.032216706597765
54.29829771875208,54.27946054378809
58.89003355681805,58.88389207083277
63.86667974871971,63.87552116112451
69.26046190913453,69.28686655283235
75.10629093284992,75.15316494258288
81.4419848589714,81.51259657911599
88.30850963450646,88.40652935568401
95.75023799905716,95.87978244633138
103.81523154268267,103.98091213522895
112.55554357366464,112.76251975577202
122.02754613602424,122.28158478560816
132.2922844398054,132.5998242609199
143.41585933663947,143.78408104328213
155.46984072108293,155.90674458486686
168.53170281763832,169.0461968706078
182.68532331576412,183.28731335797872
198.0214811668257,198.72197732319614
214.6384218304397,215.44964879589975
232.64245570069554,233.57797676606646
251.1505384835831,252.2169121966634
269.2646692025453,270.46064396685716
287.0674195162756,288.39196351583143
304.6325529623682,306.08483918293547
322.02638372148317,323.6057730816074
339.30877757173283,341.0148021244783
356.53395299588516,358.366299973251
373.751154761629,375.7096517110958
391.0052357895506,393.08983683201984
408.3371670735627,410.5479402187391
425.7844879858007,428.1216034277767
443.38170562093524,445.845424906087
461.16064983324986,463.751315848214
479.15078936507894,481.86881700774734
497.3795135431245,500.2253810538071
515.8723835444422,518.8466244914646
534.6533567818819,537.7565523955566
553.744986920887,556.9777591377015
573.1686028884926,576.531607601792
592.9444686020189,596.4383894872835
613.0919259826553,616.7174685697499
633.6295228931302,637.3874090486675
654.5751270229603,658.4660891515666
675.9460287022058,679.9708052118217
697.7590332097079,701.9183633751018
720.0305417319232,724.3251609485715
742.7766269349607,747.2072619363836
766.0130984857741,770.5804634576656
789.7555612245005,794.4603542526289
814.0194718997002,818.8623674541493
838.8201880338827,843.801837423645
864.1730062705983,869.2940307479084
890.0932062508919,895.3541935148279
916.5960855615633,921.9975857723371
943.6969915030353,949.2395134505588
971.4113508323549,977.0953573516164
999.7546964171192,1005.5806018583187
1028.742691569625,1034.7108562862318
1058.3911518291218,1064.5018792481528
1088.7160672581508,1094.969598344416
1119.7336183608663,1126.1301284130116
1151.4601957484358,1157.9997896696598
1183.912413743795,1190.5951227800058
1217.1071273577068,1223.9329026668936
1251.0614442433548,1258.0301548982684
1285.792738190179,1292.9041647358254
1321.3186609490738,1328.57248855994
1357.6571526180412,1365.0529767572862
1394.8264526987057,1402.3637592523273
1432.8451095373796,1440.5232814587666
1471.7319895425155,1479.5502954139963
1511.5062870454751,1519.4638756088566
1552.1875291353583,1560.2834234298793
1593.7955893393805,1602.0286775538339
1636.3506793098995,1644.719722315088
1679.8733770757522,1688.3770081808184
1724.384635957121,1733.0213206154394
1769.9057600482201,1778.6738174464167
1816.4584369455913,1825.3560239277522
1864.064733292632,1873.0898449775664
1912.7471109195742,1921.8975604133714
1962.5284160327133,1971.801837053045
2013.4318910760016,2022.8257318026351
2065.481182981424,2074.9926978626045
2118.7003423710685,2128.32657816939
2173.113835142714,2182.851623065137
2228.7465394006863,2238.5925015686435
2285.62374036109,2295.5742736618904
2343.7711491668742,2353.8223842033603
2403.2149288935243,2413.3628279834365
