location,target,type,quantile,forecast_date,target_end_date,value
Alaska,5 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-18,152.76
Alaska,6 wk ahead inc case,point,NA,2020-07-15,2020-08-25,157.6
Alaska,6 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-25,132.95
Alaska,6 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-25,140.72
Alaska,6 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-25,151.27
Alaska,6 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-25,157.6
Alaska,6 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-25,164.75
Alaska,6 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-25,174.82
Alaska,6 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-25,177.98
Alaska,7 wk ahead inc case,point,NA,2020-07-15,2020-09-01,181.97
Alaska,7 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-01,151.48
Alaska,7 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-01,160.87
Alaska,7 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-01,174.51
Alaska,7 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-01,182.62
Alaska,7 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-01,191.27
Alaska,7 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-01,202.93
Alaska,7 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-01,206.63
Alaska,8 wk ahead inc case,point,NA,2020-07-15,2020-09-08,209.34
Alaska,8 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-08,172.03
Alaska,8 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-08,183.29
Alaska,8 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-08,200.31
Alaska,8 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-08,210.84
Alaska,8 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-08,221.24
Alaska,8 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-08,234.6
Alaska,8 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-08,238.93
Arizona,1 wk ahead inc case,point,NA,2020-07-15,2020-07-21,12069.56
Arizona,1 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-21,11350.14
Arizona,1 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-21,11629.51
Arizona,1 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-21,11759.54
Arizona,1 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-21,11955.29
Arizona,1 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-21,12408.63
Arizona,1 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-21,12535.31
Arizona,1 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-21,12920.47
Arizona,2 wk ahead inc case,point,NA,2020-07-15,2020-07-28,14130.07
Arizona,2 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-28,13188.06
Arizona,2 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-28,13437.13
Arizona,2 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-28,13705.92
Arizona,2 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-28,13954.45
Arizona,2 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-28,14586.49
Arizona,2 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-28,14785.5
Arizona,2 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-28,15197.83
Arizona,3 wk ahead inc case,point,NA,2020-07-15,2020-08-04,15857.18
Arizona,3 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-04,14709.29
Arizona,3 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-04,14859.89
Arizona,3 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-04,15325.51
Arizona,3 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-04,15607.38
Arizona,3 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-04,16503.21
Arizona,3 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-04,16701.67
Arizona,3 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-04,17108.48
Arizona,4 wk ahead inc case,point,NA,2020-07-15,2020-08-11,16981.47
Arizona,4 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-11,15627.52
Arizona,4 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-11,15786.14
Arizona,4 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-11,16417.18
Arizona,4 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-11,16653.16
Arizona,4 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-11,17818.51
Arizona,4 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-11,17991.88
Arizona,4 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-11,18347.06
Arizona,5 wk ahead inc case,point,NA,2020-07-15,2020-08-18,17309.2
Arizona,5 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-18,15750.15
Arizona,5 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-18,16141.12
Arizona,5 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-18,16796.41
Arizona,5 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-18,16965.6
Arizona,5 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-18,18298.92
Arizona,5 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-18,18429.72
Arizona,5 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-18,18691.81
Arizona,6 wk ahead inc case,point,NA,2020-07-15,2020-08-25,16790.4
Arizona,6 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-25,15129.16
Arizona,6 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-25,15748.35
Arizona,6 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-25,16229.21
Arizona,6 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-25,16515.48
Arizona,6 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-25,17868.0
Arizona,6 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-25,17938.08
Arizona,6 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-25,18086.24
Arizona,7 wk ahead inc case,point,NA,2020-07-15,2020-09-01,15534.83
Arizona,7 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-01,13887.05
Arizona,7 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-01,14688.48
Arizona,7 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-01,14944.41
Arizona,7 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-01,15379.4
Arizona,7 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-01,16565.72
Arizona,7 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-01,16648.89
Arizona,7 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-01,16665.58
Arizona,8 wk ahead inc case,point,NA,2020-07-15,2020-09-08,13767.4
Arizona,8 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-08,12216.59
Arizona,8 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-08,13094.6
Arizona,8 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-08,13200.85
Arizona,8 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-08,13726.06
Arizona,8 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-08,14647.2
Arizona,8 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-08,14740.98
Arizona,8 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-08,14820.36
Arkansas,1 wk ahead inc case,point,NA,2020-07-15,2020-07-21,1660.64
Arkansas,1 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-21,1591.93
Arkansas,1 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-21,1592.2
Arkansas,1 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-21,1592.74
Arkansas,1 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-21,1626.65
Arkansas,1 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-21,1725.73
Arkansas,1 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-21,1750.04
Arkansas,1 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-21,1762.2
Arkansas,2 wk ahead inc case,point,NA,2020-07-15,2020-07-28,1973.42
Arkansas,2 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-28,1882.59
Arkansas,2 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-28,1883.81
Arkansas,2 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-28,1886.26
Arkansas,2 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-28,1933.0
Arkansas,2 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-28,2059.17
Arkansas,2 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-28,2087.56
Arkansas,2 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-28,2101.75
Arkansas,3 wk ahead inc case,point,NA,2020-07-15,2020-08-04,2325.51
Arkansas,3 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-04,2208.92
Arkansas,3 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-04,2211.28
Arkansas,3 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-04,2216.0
Arkansas,3 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-04,2278.39
Arkansas,3 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-04,2435.42
Arkansas,3 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-04,2467.91
Arkansas,3 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-04,2484.16
Arkansas,4 wk ahead inc case,point,NA,2020-07-15,2020-08-11,2713.55
Arkansas,4 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-11,2568.17
Arkansas,4 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-11,2571.8
Arkansas,4 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-11,2579.06
Arkansas,4 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-11,2659.95
Arkansas,4 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-11,2850.63
Arkansas,4 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-11,2886.94
Arkansas,4 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-11,2905.09
Arkansas,5 wk ahead inc case,point,NA,2020-07-15,2020-08-18,3130.36
Arkansas,5 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-18,2954.4
Arkansas,5 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-18,2959.32
Arkansas,5 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-18,2969.17
Arkansas,5 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-18,3071.11
Arkansas,5 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-18,3296.52
Arkansas,5 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-18,3335.94
Arkansas,5 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-18,3355.65
Arkansas,6 wk ahead inc case,point,NA,2020-07-15,2020-08-25,3564.19
Arkansas,6 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-25,3357.82
Arkansas,6 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-25,3363.91
Arkansas,6 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-25,3376.1
Arkansas,6 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-25,3500.96
Arkansas,6 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-25,3759.64
Arkansas,6 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-25,3800.94
Arkansas,6 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-25,3821.58
Arkansas,7 wk ahead inc case,point,NA,2020-07-15,2020-09-01,3998.55
Arkansas,7 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-01,3764.59
Arkansas,7 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-01,3771.52
Arkansas,7 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-01,3785.36
Arkansas,7 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-01,3933.91
Arkansas,7 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-01,4221.1
Arkansas,7 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-01,4262.51
Arkansas,7 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-01,4283.22
Arkansas,8 wk ahead inc case,point,NA,2020-07-15,2020-09-08,4412.7
Arkansas,8 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-08,4157.11
Arkansas,8 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-08,4164.29
Arkansas,8 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-08,4178.66
Arkansas,8 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-08,4350.05
Arkansas,8 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-08,4657.28
Arkansas,8 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-08,4696.6
Arkansas,8 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-08,4716.26
California,1 wk ahead inc case,point,NA,2020-07-15,2020-07-21,7224.25
California,1 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-21,6807.86
California,1 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-21,6959.12
California,1 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-21,7122.91
California,1 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-21,7257.35
California,1 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-21,7372.41
California,1 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-21,7513.8
California,1 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-21,7551.7
California,2 wk ahead inc case,point,NA,2020-07-15,2020-07-28,7866.48
California,2 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-28,7313.62
California,2 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-28,7542.54
California,2 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-28,7756.36
California,2 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-28,7881.62
California,2 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-28,8057.62
California,2 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-28,8240.84
California,2 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-28,8299.08
California,3 wk ahead inc case,point,NA,2020-07-15,2020-08-04,8435.23
California,3 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-04,7715.42
California,3 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-04,7998.21
California,3 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-04,8315.93
California,3 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-04,8417.51
California,3 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-04,8680.42
California,3 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-04,8905.34
California,3 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-04,8987.79
California,4 wk ahead inc case,point,NA,2020-07-15,2020-08-11,8898.01
California,4 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-11,7996.16
California,4 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-11,8332.14
California,4 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-11,8735.74
California,4 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-11,8907.82
California,4 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-11,9202.64
California,4 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-11,9470.97
California,4 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-11,9580.77
California,5 wk ahead inc case,point,NA,2020-07-15,2020-08-18,9226.17
California,5 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-18,8136.98
California,5 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-18,8521.73
California,5 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-18,8993.96
California,5 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-18,9312.66
California,5 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-18,9592.51
California,5 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-18,9903.51
California,5 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-18,10042.51
California,6 wk ahead inc case,point,NA,2020-07-15,2020-08-25,9398.59
California,6 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-25,8128.89
California,6 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-25,8554.27
California,6 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-25,9090.97
California,6 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-25,9571.72
California,6 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-25,9824.98
California,6 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-25,10175.03
California,6 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-25,10343.32
California,7 wk ahead inc case,point,NA,2020-07-15,2020-09-01,9404.73
California,7 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-01,7974.13
California,7 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-01,8428.94
California,7 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-01,9021.35
California,7 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-01,9668.85
California,7 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-01,9885.18
California,7 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-01,10267.85
California,7 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-01,10463.45
California,8 wk ahead inc case,point,NA,2020-07-15,2020-09-08,9246.14
California,8 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-08,7685.84
California,8 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-08,8156.96
California,8 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-08,8792.31
California,8 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-08,9558.94
California,8 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-08,9790.82
California,8 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-08,10177.08
California,8 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-08,10396.0
Colorado,1 wk ahead inc case,point,NA,2020-07-15,2020-07-21,193.01
Colorado,1 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-21,177.73
Colorado,1 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-21,180.66
Colorado,1 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-21,186.85
Colorado,1 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-21,191.6
Colorado,1 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-21,200.36
Colorado,1 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-21,204.55
Colorado,1 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-21,210.08
Colorado,2 wk ahead inc case,point,NA,2020-07-15,2020-07-28,180.98
Colorado,2 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-28,166.03
Colorado,2 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-28,169.6
Colorado,2 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-28,174.47
