location,target,type,quantile,forecast_date,target_end_date,value
Nevada,3 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-04,239.58
Nevada,3 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-04,241.3
Nevada,4 wk ahead inc case,point,NA,2020-07-15,2020-08-11,253.56
Nevada,4 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-11,230.87
Nevada,4 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-11,234.91
Nevada,4 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-11,243.13
Nevada,4 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-11,253.46
Nevada,4 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-11,268.22
Nevada,4 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-11,270.2
Nevada,4 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-11,272.01
Nevada,5 wk ahead inc case,point,NA,2020-07-15,2020-08-18,283.33
Nevada,5 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-18,256.95
Nevada,5 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-18,261.13
Nevada,5 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-18,271.05
Nevada,5 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-18,283.31
Nevada,5 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-18,300.95
Nevada,5 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-18,302.58
Nevada,5 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-18,304.51
Nevada,6 wk ahead inc case,point,NA,2020-07-15,2020-08-25,314.19
Nevada,6 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-25,283.96
Nevada,6 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-25,288.23
Nevada,6 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-25,299.95
Nevada,6 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-25,314.22
Nevada,6 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-25,334.93
Nevada,6 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-25,336.18
Nevada,6 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-25,338.27
Nevada,7 wk ahead inc case,point,NA,2020-07-15,2020-09-01,345.49
Nevada,7 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-01,311.37
Nevada,7 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-01,315.67
Nevada,7 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-01,329.25
Nevada,7 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-01,345.52
Nevada,7 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-01,369.08
Nevada,7 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-01,370.69
Nevada,7 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-01,372.71
Nevada,8 wk ahead inc case,point,NA,2020-07-15,2020-09-08,376.41
Nevada,8 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-08,338.54
Nevada,8 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-08,342.8
Nevada,8 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-08,358.21
Nevada,8 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-08,376.39
Nevada,8 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-08,402.72
Nevada,8 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-08,404.83
Nevada,8 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-08,406.82
New_Hampshire,1 wk ahead inc case,point,NA,2020-07-15,2020-07-21,15.35
New_Hampshire,1 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-21,13.92
New_Hampshire,1 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-21,14.39
New_Hampshire,1 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-21,14.8
New_Hampshire,1 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-21,15.41
New_Hampshire,1 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-21,15.85
New_Hampshire,1 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-21,16.47
New_Hampshire,1 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-21,16.79
New_Hampshire,2 wk ahead inc case,point,NA,2020-07-15,2020-07-28,14.17
New_Hampshire,2 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-28,12.82
New_Hampshire,2 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-28,13.2
New_Hampshire,2 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-28,13.64
New_Hampshire,2 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-28,14.15
New_Hampshire,2 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-28,14.79
New_Hampshire,2 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-28,15.29
New_Hampshire,2 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-28,15.56
New_Hampshire,3 wk ahead inc case,point,NA,2020-07-15,2020-08-04,13.0
New_Hampshire,3 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-04,11.75
New_Hampshire,3 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-04,12.05
New_Hampshire,3 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-04,12.5
New_Hampshire,3 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-04,12.92
New_Hampshire,3 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-04,13.74
New_Hampshire,3 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-04,14.12
New_Hampshire,3 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-04,14.34
New_Hampshire,4 wk ahead inc case,point,NA,2020-07-15,2020-08-11,11.88
New_Hampshire,4 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-11,10.71
New_Hampshire,4 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-11,10.95
New_Hampshire,4 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-11,11.41
New_Hampshire,4 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-11,11.75
New_Hampshire,4 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-11,12.7
New_Hampshire,4 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-11,12.97
New_Hampshire,4 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-11,13.14
New_Hampshire,5 wk ahead inc case,point,NA,2020-07-15,2020-08-18,10.81
New_Hampshire,5 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-18,9.73
New_Hampshire,5 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-18,9.92
New_Hampshire,5 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-18,10.35
New_Hampshire,5 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-18,10.64
New_Hampshire,5 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-18,11.69
New_Hampshire,5 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-18,11.87
New_Hampshire,5 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-18,11.99
New_Hampshire,6 wk ahead inc case,point,NA,2020-07-15,2020-08-25,9.79
New_Hampshire,6 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-25,8.81
New_Hampshire,6 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-25,8.95
New_Hampshire,6 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-25,9.33
New_Hampshire,6 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-25,9.6
New_Hampshire,6 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-25,10.72
New_Hampshire,6 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-25,10.81
New_Hampshire,6 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-25,10.89
New_Hampshire,7 wk ahead inc case,point,NA,2020-07-15,2020-09-01,8.85
New_Hampshire,7 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-01,7.95
New_Hampshire,7 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-01,8.05
New_Hampshire,7 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-01,8.38
New_Hampshire,7 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-01,8.64
New_Hampshire,7 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-01,9.79
New_Hampshire,7 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-01,9.82
New_Hampshire,7 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-01,9.87
New_Hampshire,8 wk ahead inc case,point,NA,2020-07-15,2020-09-08,7.97
New_Hampshire,8 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-08,7.15
New_Hampshire,8 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-08,7.22
New_Hampshire,8 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-08,7.51
New_Hampshire,8 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-08,7.75
New_Hampshire,8 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-08,8.87
New_Hampshire,8 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-08,8.92
New_Hampshire,8 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-08,8.93
