location,target,type,quantile,forecast_date,target_end_date,value
Alabama,6 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-25,8074.75
Alabama,6 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-25,8382.69
Alabama,6 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-25,8616.19
Alabama,6 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-25,8866.9
Alabama,7 wk ahead inc case,point,NA,2020-07-15,2020-09-01,7337.74
Alabama,7 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-01,6189.23
Alabama,7 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-01,6520.63
Alabama,7 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-01,6836.85
Alabama,7 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-01,7488.14
Alabama,7 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-01,7818.35
Alabama,7 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-01,8086.03
Alabama,7 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-01,8386.66
Alabama,8 wk ahead inc case,point,NA,2020-07-15,2020-09-08,6633.96
Alabama,8 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-08,5506.37
Alabama,8 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-08,5754.55
Alabama,8 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-08,6018.67
Alabama,8 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-08,6805.63
Alabama,8 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-08,7142.24
Alabama,8 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-08,7446.3
Alabama,8 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-08,7776.52
Alaska,1 wk ahead inc case,point,NA,2020-07-15,2020-07-21,307.6
Alaska,1 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-21,277.03
Alaska,1 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-21,291.13
Alaska,1 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-21,300.61
Alaska,1 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-21,309.28
Alaska,1 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-21,321.52
Alaska,1 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-21,325.02
Alaska,1 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-21,327.32
Alaska,2 wk ahead inc case,point,NA,2020-07-15,2020-07-28,359.45
Alaska,2 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-28,319.11
Alaska,2 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-28,336.58
Alaska,2 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-28,350.98
Alaska,2 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-28,362.68
Alaska,2 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-28,377.78
Alaska,2 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-28,382.42
Alaska,2 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-28,385.1
Alaska,3 wk ahead inc case,point,NA,2020-07-15,2020-08-04,419.33
Alaska,3 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-04,366.98
Alaska,3 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-04,388.49
Alaska,3 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-04,408.76
Alaska,3 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-04,424.57
Alaska,3 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-04,443.13
Alaska,3 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-04,449.08
Alaska,3 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-04,452.22
Alaska,4 wk ahead inc case,point,NA,2020-07-15,2020-08-11,488.2
Alaska,4 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-11,421.25
Alaska,4 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-11,447.55
Alaska,4 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-11,473.29
Alaska,4 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-11,496.03
Alaska,4 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-11,518.75
Alaska,4 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-11,526.16
Alaska,4 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-11,529.87
Alaska,5 wk ahead inc case,point,NA,2020-07-15,2020-08-18,567.05
Alaska,5 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-18,482.49
Alaska,5 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-18,514.44
Alaska,5 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-18,546.7
Alaska,5 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-18,578.17
Alaska,5 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-18,605.84
Alaska,5 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-18,614.83
Alaska,5 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-18,619.22
Alaska,6 wk ahead inc case,point,NA,2020-07-15,2020-08-25,656.82
Alaska,6 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-25,551.28
Alaska,6 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-25,589.82
Alaska,6 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-25,629.76
Alaska,6 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-25,672.09
Alaska,6 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-25,705.62
Alaska,6 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-25,716.22
Alaska,6 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-25,721.43
Alaska,7 wk ahead inc case,point,NA,2020-07-15,2020-09-01,758.39
Alaska,7 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-01,628.11
Alaska,7 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-01,674.28
Alaska,7 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-01,723.14
Alaska,7 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-01,778.32
Alaska,7 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-01,819.2
Alaska,7 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-01,831.3
Alaska,7 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-01,837.53
Alaska,8 wk ahead inc case,point,NA,2020-07-15,2020-09-08,872.44
Alaska,8 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-08,713.34
Alaska,8 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-08,768.26
Alaska,8 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-08,827.36
Alaska,8 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-08,896.13
Alaska,8 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-08,947.55
Alaska,8 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-08,960.83
Alaska,8 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-08,968.32
Arizona,1 wk ahead inc case,point,NA,2020-07-15,2020-07-21,40242.13
Arizona,1 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-21,38384.99
Arizona,1 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-21,38596.21
Arizona,1 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-21,39185.14
Arizona,1 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-21,39830.15
Arizona,1 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-21,41487.53
Arizona,1 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-21,41865.38
Arizona,1 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-21,42546.51
Arizona,2 wk ahead inc case,point,NA,2020-07-15,2020-07-28,47111.56
Arizona,2 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-28,44506.21
Arizona,2 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-28,44747.31
Arizona,2 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-28,45842.14
Arizona,2 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-28,46490.53
Arizona,2 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-28,48768.76
Arizona,2 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-28,49380.56
Arizona,2 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-28,50046.47
Arizona,3 wk ahead inc case,point,NA,2020-07-15,2020-08-04,52869.68
Arizona,3 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-04,49323.9
Arizona,3 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-04,50120.69
Arizona,3 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-04,51475.37
Arizona,3 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-04,51997.36
Arizona,3 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-04,54909.71
Arizona,3 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-04,55780.14
Arizona,3 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-04,56339.24
Arizona,4 wk ahead inc case,point,NA,2020-07-15,2020-08-11,56618.46
Arizona,4 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-11,52182.29
Arizona,4 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-11,53722.26
Arizona,4 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-11,54931.92
Arizona,4 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-11,55547.22
Arizona,4 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-11,59057.64
Arizona,4 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-11,60049.82
Arizona,4 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-11,60405.95
Arizona,5 wk ahead inc case,point,NA,2020-07-15,2020-08-18,57712.02
Arizona,5 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-18,52598.18
Arizona,5 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-18,54933.64
Arizona,5 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-18,55994.74
Arizona,5 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-18,56657.88
Arizona,5 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-18,60672.87
Arizona,5 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-18,61436.23
Arizona,5 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-18,61517.01
Arizona,6 wk ahead inc case,point,NA,2020-07-15,2020-08-25,55983.61
Arizona,6 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-25,50531.16
Arizona,6 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-25,53597.59
Arizona,6 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-25,54281.61
Arizona,6 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-25,55106.83
Arizona,6 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-25,59200.22
Arizona,6 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-25,59659.33
Arizona,6 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-25,59711.7
Arizona,7 wk ahead inc case,point,NA,2020-07-15,2020-09-01,51798.91
Arizona,7 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-01,46309.38
Arizona,7 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-01,49759.25
Arizona,7 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-01,50057.03
Arizona,7 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-01,51318.05
Arizona,7 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-01,54729.68
Arizona,7 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-01,55256.11
Arizona,7 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-01,55316.2
Arizona,8 wk ahead inc case,point,NA,2020-07-15,2020-09-08,45907.44
Arizona,8 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-08,40646.8
Arizona,8 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-08,44012.92
Arizona,8 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-08,44427.46
Arizona,8 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-08,45802.98
Arizona,8 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-08,48230.6
Arizona,8 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-08,49048.51
Arizona,8 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-08,49115.62
Arkansas,1 wk ahead inc case,point,NA,2020-07-15,2020-07-21,6929.17
Arkansas,1 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-21,6635.72
Arkansas,1 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-21,6663.83
Arkansas,1 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-21,6720.06
Arkansas,1 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-21,6859.62
Arkansas,1 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-21,7214.81
Arkansas,1 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-21,7220.92
Arkansas,1 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-21,7223.98
Arkansas,2 wk ahead inc case,point,NA,2020-07-15,2020-07-28,8234.1
Arkansas,2 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-28,7847.31
Arkansas,2 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-28,7884.36
Arkansas,2 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-28,7958.46
Arkansas,2 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-28,8151.51
Arkansas,2 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-28,8608.83
Arkansas,2 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-28,8613.58
Arkansas,2 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-28,8615.96
Arkansas,3 wk ahead inc case,point,NA,2020-07-15,2020-08-04,9703.04
Arkansas,3 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-04,9207.58
Arkansas,3 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-04,9254.95
Arkansas,3 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-04,9349.7
Arkansas,3 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-04,9608.05
Arkansas,3 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-04,10181.83
Arkansas,3 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-04,10183.02
Arkansas,3 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-04,10183.62
Arkansas,4 wk ahead inc case,point,NA,2020-07-15,2020-08-11,11322.01
Arkansas,4 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-11,10705.09
Arkansas,4 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-11,10763.9
Arkansas,4 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-11,10881.51
Arkansas,4 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-11,11217.06
Arkansas,4 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-11,11908.29
Arkansas,4 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-11,11913.93
Arkansas,4 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-11,11916.75
Arkansas,5 wk ahead inc case,point,NA,2020-07-15,2020-08-18,13061.02
Arkansas,5 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-18,12315.03
Arkansas,5 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-18,12385.84
Arkansas,5 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-18,12527.45
Arkansas,5 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-18,12950.94
Arkansas,5 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-18,13753.42
Arkansas,5 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-18,13770.49
Arkansas,5 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-18,13779.03
Arkansas,6 wk ahead inc case,point,NA,2020-07-15,2020-08-25,14871.16
Arkansas,6 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-25,13996.66
Arkansas,6 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-25,14079.21
Arkansas,6 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-25,14244.32
Arkansas,6 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-25,14763.65
Arkansas,6 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-25,15660.65
Arkansas,6 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-25,15695.09
Arkansas,6 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-25,15712.31
Arkansas,7 wk ahead inc case,point,NA,2020-07-15,2020-09-01,16683.62
Arkansas,7 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-01,15692.24
Arkansas,7 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-01,15785.19
Arkansas,7 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-01,15971.09
Arkansas,7 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-01,16589.4
Arkansas,7 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-01,17549.09
Arkansas,7 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-01,17607.99
Arkansas,7 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-01,17637.44
Arkansas,8 wk ahead inc case,point,NA,2020-07-15,2020-09-08,18411.88
Arkansas,8 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-08,17328.38
Arkansas,8 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-08,17429.07
Arkansas,8 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-08,17630.46
Arkansas,8 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-08,18344.25
Arkansas,8 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-08,19319.04
Arkansas,8 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-08,19410.11
Arkansas,8 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-08,19455.65
California,1 wk ahead inc case,point,NA,2020-07-15,2020-07-21,53347.09
California,1 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-21,50099.98
California,1 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-21,51525.54
California,1 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-21,53039.85
California,1 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-21,53303.12
California,1 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-21,54405.26
California,1 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-21,55132.49
California,1 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-21,55491.76
California,2 wk ahead inc case,point,NA,2020-07-15,2020-07-28,58090.91
California,2 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-28,53767.88
California,2 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-28,55625.01
California,2 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-28,57502.13
California,2 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-28,58197.79
California,2 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-28,59564.75
California,2 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-28,60467.39
California,2 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-28,60983.83
California,3 wk ahead inc case,point,NA,2020-07-15,2020-08-04,62292.46
California,3 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-04,56748.05
California,3 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-04,59089.16
California,3 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-04,61325.7
California,3 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-04,62622.49
California,3 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-04,64263.56
California,3 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-04,65343.4
California,3 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-04,66044.76
California,4 wk ahead inc case,point,NA,2020-07-15,2020-08-11,65711.83
California,4 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-11,58851.07
California,4 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-11,61706.84
California,4 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-11,64283.82
California,4 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-11,66316.66
California,4 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-11,68247.17
California,4 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-11,69494.02
California,4 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-11,70402.3
California,5 wk ahead inc case,point,NA,2020-07-15,2020-08-18,68137.31
California,5 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-18,59900.62
California,5 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-18,63160.58
California,5 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-18,66181.95
California,5 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-18,69056.69
California,5 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-18,71277.71
California,5 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-18,72668.1
California,5 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-18,73795.43
California,6 wk ahead inc case,point,NA,2020-07-15,2020-08-25,69412.92
California,6 wk ahead inc case,quantile,0.025,2020-07-15,2020-08-25,59842.31
California,6 wk ahead inc case,quantile,0.1,2020-07-15,2020-08-25,63404.01
California,6 wk ahead inc case,quantile,0.25,2020-07-15,2020-08-25,66893.29
California,6 wk ahead inc case,quantile,0.5,2020-07-15,2020-08-25,70667.86
California,6 wk ahead inc case,quantile,0.75,2020-07-15,2020-08-25,73163.21
California,6 wk ahead inc case,quantile,0.9,2020-07-15,2020-08-25,74660.79
California,6 wk ahead inc case,quantile,0.975,2020-07-15,2020-08-25,76006.06
California,7 wk ahead inc case,point,NA,2020-07-15,2020-09-01,69460.59
California,7 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-01,58704.19
California,7 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-01,62477.14
California,7 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-01,66378.11
California,7 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-01,71048.79
California,7 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-01,73783.98
California,7 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-01,75342.15
California,7 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-01,76889.0
California,8 wk ahead inc case,point,NA,2020-07-15,2020-09-08,68291.7
California,8 wk ahead inc case,quantile,0.025,2020-07-15,2020-09-08,56582.88
California,8 wk ahead inc case,quantile,0.1,2020-07-15,2020-09-08,60462.93
California,8 wk ahead inc case,quantile,0.25,2020-07-15,2020-09-08,64689.82
California,8 wk ahead inc case,quantile,0.5,2020-07-15,2020-09-08,70186.43
California,8 wk ahead inc case,quantile,0.75,2020-07-15,2020-09-08,73110.23
California,8 wk ahead inc case,quantile,0.9,2020-07-15,2020-09-08,74676.45
California,8 wk ahead inc case,quantile,0.975,2020-07-15,2020-09-08,76393.52
Colorado,1 wk ahead inc case,point,NA,2020-07-15,2020-07-21,1350.58
Colorado,1 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-21,1276.68
Colorado,1 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-21,1284.73
Colorado,1 wk ahead inc case,quantile,0.25,2020-07-15,2020-07-21,1314.18
Colorado,1 wk ahead inc case,quantile,0.5,2020-07-15,2020-07-21,1370.69
Colorado,1 wk ahead inc case,quantile,0.75,2020-07-15,2020-07-21,1391.83
Colorado,1 wk ahead inc case,quantile,0.9,2020-07-15,2020-07-21,1399.64
Colorado,1 wk ahead inc case,quantile,0.975,2020-07-15,2020-07-21,1422.88
Colorado,2 wk ahead inc case,point,NA,2020-07-15,2020-07-28,1266.46
Colorado,2 wk ahead inc case,quantile,0.025,2020-07-15,2020-07-28,1190.93
Colorado,2 wk ahead inc case,quantile,0.1,2020-07-15,2020-07-28,1199.37
