date,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15
cumulative confirmed cases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,13.0,26.0,37.0,50.0,67.0,90.0,120.0,169.0,247.0,351.0,444.0,564.0,707.0,867.0,1144.0,1406.0,1665.0,1933.0,2199.0,2548.0,2903.0,3312.0,3739.0,4043.0,4450.0,4783.0,5149.0,5513.0,5879.0,6251.0,6605.0,6975.0,7280.0,7791.0,8414.0,9107.0,10222.0,11602.0,12919.0,13725.0,14117.0,14694.0,15169.0,15587.0,15963.0,16325.0,16769.0,17303.0,18027.0,18743.0,19335.0,19914.0,20474.0,20969.0,21576.0,22131.0,23018.0,23697.0,24086.0,24785.0,25257.0,25727.0,26363.0,26956.0,27476.0,27925.0,28455.0,28953.0,29437.0,30168.0,30795.0,31408.0,31911.0,32477.0,33006.0,33439.0,33915.0,34566.0,35034.0,35513.0,35984.0,36350.0,36792.0,37282.0,37758.0,38111.0,38476.0,38837.0,39162.0,39575.0,40004.0,40424.0,40848.0,41148.0,41576.0,42010.0,42422.0,43122.0,43731.0,44262.0,44808.0,45537.0,46127.0,46759.0,47651.0,48638.0,49455.0,50309.0,51046.0,51789.0,52865.0,54166.0,55257.0,56183.0,57151.0,57956.0,58904.0,60181.0,61331.0,62856.0,64214.0,65592.0,66853.0,67995.0,69311.0
cumulative deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,8.0,11.0,15.0,22.0,25.0,30.0,40.0,55.0,65.0,81.0,91.0,102.0,119.0,142.0,167.0,193.0,213.0,231.0,247.0,253.0,274.0,324.0,361.0,389.0,418.0,451.0,471.0,509.0,557.0,610.0,656.0,690.0,711.0,728.0,753.0,799.0,937.0,975.0,1002.0,1021.0,1038.0,1056.0,1135.0,1225.0,1271.0,1306.0,1331.0,1341.0,1357.0,1436.0,1483.0,1534.0,1581.0,1610.0,1625.0,1657.0,1720.0,1781.0,1836.0,1872.0,1956.0,1969.0,1987.0,2002.0,2044.0,2098.0,2131.0,2149.0,2155.0,2206.0,2258.0,2299.0,2339.0,2355.0,2370.0,2377.0,2404.0,2421.0,2457.0,2490.0,2508.0,2554.0,2557.0,2573.0,2597.0,2611.0,2633.0,2667.0,2697.0,2700.0,2704.0,2735.0,2755.0,2772.0,2788.0,2804.0,2807.0,2818.0,2863.0,2876.0,2903.0,2903.0,2907.0,2911.0,2927.0,2970.0,2991.0,3006.0,3032.0,3036.0,3058.0,3064.0,3069.0,3075.0
