date,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15
cumulative confirmed cases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,7.0,11.0,17.0,22.0,31.0,31.0,41.0,65.0,97.0,118.0,142.0,193.0,282.0,482.0,552.0,620.0,800.0,1095.0,1385.0,1641.0,2198.0,2447.0,2683.0,3032.0,4116.0,4747.0,5444.0,5967.0,6383.0,6742.0,7558.0,9156.0,10204.0,10885.0,11859.0,12261.0,12103.0,13125.0,13913.0,14583.0,15644.0,16658.0,17014.0,17619.0,18447.0,19189.0,20099.0,20905.0,21575.0,22225.0,22459.0,23229.0,23607.0,24300.0,25431.0,26436.0,27268.0,27618.0,28350.0,28876.0,29724.0,30524.0,31089.0,31481.0,32267.0,32448.0,33311.0,33866.0,34422.0,35242.0,35655.0,35954.0,36634.0,37214.0,38162.0,38969.0,39734.0,40408.0,40989.0,41414.0,42066.0,42713.0,43363.0,43888.0,44336.0,45051.0,45757.0,46063.0,46711.0,47528.0,48280.0,48943.0,49371.0,49995.0,50769.0,51465.0,52332.0,53201.0,54178.0,54874.0,55505.0,56302.0,57217.0,58040.0,59117.0,60669.0,61493.0,62705.0,64577.0,66290.0,67796.0,69542.0,71066.0,72800.0,74816.0,77280.0,79589.0,82475.0,85079.0,87592.0,89489.0,91015.0,93707.0,96538.0,98693.0,103597.0,106574.0,108389.0,111937.0,114579.0,118147.0
cumulative deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,14.0,20.0,25.0,25.0,38.0,47.0,56.0,64.0,79.0,83.0,103.0,126.0,154.0,176.0,198.0,208.0,219.0,294.0,348.0,370.0,412.0,425.0,432.0,438.0,479.0,517.0,569.0,611.0,661.0,670.0,682.0,767.0,810.0,837.0,871.0,889.0,897.0,907.0,981.0,1022.0,1086.0,1121.0,1153.0,1161.0,1168.0,1228.0,1277.0,1309.0,1332.0,1378.0,1380.0,1383.0,1420.0,1470.0,1494.0,1521.0,1563.0,1573.0,1584.0,1624.0,1650.0,1672.0,1749.0,1779.0,1794.0,1799.0,1820.0,1867.0,1904.0,1942.0,1953.0,1973.0,2019.0,2057.0,2070.0,2092.0,2116.0,2143.0,2147.0,2148.0,2176.0,2250.0,2292.0,2337.0,2384.0,2411.0,2416.0,2457.0,2492.0,2536.0,2565.0,2596.0,2602.0,2603.0,2607.0,2646.0,2658.0,2704.0,2727.0,2733.0,2735.0,2739.0,2758.0,2779.0,2801.0,2808.0,2809.0,2812.0,2829.0,2850.0,2871.0,2880.0,2915.0,2946.0,2951.0,2972.0,2996.0,3030.0
