,CountryName,TotalPop,pop_over_65,X0to64,X65to79,over80,total,beta1,beta2,gamma1,gamma2,gamma3,hosp_rate,sympt_rate,mu,delta,beta1_UB,beta2_UB,gamma1_UB,gamma2_UB,gamma3_UB,hosp_rate_UB,sympt_rate_UB,mu_UB,delta_UB,beta1_LB,beta2_LB,gamma1_LB,gamma2_LB,gamma3_LB,hosp_rate_LB,sympt_rate_LB,mu_LB,delta_LB
75,Iceland,359000,14.79509256,0.852049074,0.116783401,0.031167525,1,0.558509005,0.592385426,0.20875771,0.20675771,0.148309369,0.228952625,0.84561681,0.21,0.024861694,0.887152114,0.938304554,0.31006259,0.306914639,0.220053612,0.272496621,1,0.45,1,0.444589977,0.453255176,0.173017956,0.171901172,0.122865516,0.185291846,0.676693448,0.14,0.01
76,India,1380004000,6.179955649,0.938200444,0.053644837,0.008154719,1,0.551812211,0.584649502,0.206006766,0.204006766,0.146396926,0.212723149,0.840016971,0.21,0.017507451,0.875505153,0.925991395,0.30597925,0.30291745,0.217130366,0.250859101,1,0.45,1,0.427242394,0.447322531,0.170697769,0.169644124,0.121211527,0.174533551,0.672213577,0.14,0.01
77,Indonesia,273524000,5.857165613,0.941428344,0.052185436,0.00638622,1,0.551562203,0.584370529,0.20590732,0.20390732,0.146327989,0.212015378,0.839807158,0.21,0.017170278,0.87508508,0.925547267,0.305831694,0.302773122,0.217024463,0.249868046,1,0.45,1,0.42613657,0.447107498,0.170614461,0.169562276,0.121152274,0.174110524,0.672045726,0.14,0.01
78,Iran,83993000,6.184573806,0.938154262,0.049049361,0.012796377,1,0.551811171,0.584598097,0.205989724,0.203989724,0.146384063,0.213241074,0.840019973,0.21,0.017826187,0.875428069,0.925910038,0.305953663,0.302891817,0.217113415,0.251791935,1,0.45,1,0.429580242,0.447288676,0.170680495,0.169631446,0.121198526,0.174641163,0.672215978,0.14,0.01
79,Iraq,40222000,3.323599663,0.966764003,0.029476804,0.003759193,1,0.549588649,0.582045837,0.205081751,0.203081751,0.14575315,0.207698035,0.83816034,0.21,0.015289084,0.871585374,0.921847503,0.304606009,0.301572773,0.216148223,0.244328807,1,0.45,1,0.423117686,0.445329682,0.169915571,0.168886094,0.120653442,0.171037786,0.670728272,0.14,0.01
80,Ireland,4933000,13.8658017,0.861341983,0.113657211,0.025000806,1,0.557790325,0.591595186,0.208475711,0.206475711,0.148114132,0.226796713,0.845012771,0.21,0.023817874,0.885962108,0.937046371,0.309644238,0.30650558,0.219753027,0.269429448,1,0.45,1,0.440865492,0.452644713,0.172782421,0.171668764,0.122698158,0.184050322,0.676210217,0.14,0.01
81,Israel,9152000,11.97698602,0.88023014,0.095644165,0.024125695,1,0.556317923,0.589849089,0.207855903,0.205855903,0.14768233,0.223697234,0.843785041,0.21,0.022489082,0.883333518,0.934267551,0.308723969,0.305604199,0.219095442,0.265515446,1,0.45,1,0.439159805,0.451310655,0.172257053,0.171161409,0.12232302,0.181783379,0.675228033,0.14,0.01
82,Italy,60250000,22.7516796,0.772483204,0.172700705,0.054816092,1,0.564691494,0.599501269,0.21128879,0.20928879,0.150068438,0.244204941,0.850788592,0.21,0.031816623,0.897865662,0.94963098,0.313819426,0.31059191,0.222743823,0.292956728,1,0.45,1,0.461816119,0.458715164,0.175151206,0.173978505,0.124385888,0.195280453,0.680830873,0.14,0.01
83,Jamaica,2961000,8.796642551,0.912033575,0.068577807,0.019388618,1,0.553841993,0.586948214,0.206825338,0.204825338,0.146965062,0.21811941,0.841717818,0.21,0.02002977,0.878966304,0.929650647,0.307194023,0.304106057,0.21800127,0.258275687,1,0.45,1,0.434646226,0.449090507,0.171385505,0.170316928,0.121701163,0.177894554,0.673574254,0.14,0.01
84,Japan,125661000,27.57636991,0.724236301,0.214101164,0.061662535,1,0.568447906,0.603906074,0.212853552,0.210853552,0.151157577,0.252629307,0.85392464,0.21,0.035524373,0.904496992,0.956641439,0.316142446,0.312866682,0.224405079,0.303872057,1,0.45,1,0.468492423,0.462085922,0.176474733,0.175260632,0.125330286,0.201172456,0.683339712,0.14,0.01
85,Jordan,10203000,3.846490398,0.961535096,0.033129502,0.005335402,1,0.549994927,0.582513211,0.205248,0.203248,0.145868687,0.208702814,0.838500219,0.21,0.015747649,0.872289049,0.922591433,0.304852768,0.301814303,0.21632493,0.245677796,1,0.45,1,0.424260856,0.445688325,0.170055676,0.169022546,0.120753292,0.171694702,0.671000175,0.14,0.01
86,Kazakhstan,18654000,7.391846271,0.926081537,0.064755137,0.009163326,1,0.552756477,0.585764457,0.206402656,0.204402656,0.146672635,0.214761001,0.8408047,0.21,0.018390427,0.877183645,0.927765829,0.306567025,0.303493106,0.217550493,0.253459357,1,0.45,1,0.42856169,0.448174904,0.171033064,0.169968309,0.121450879,0.17599789,0.67284376,0.14,0.01
87,Kenya,53771000,2.339186612,0.976608134,0.021466346,0.001925521,1,0.54882264,0.581152337,0.20476423,0.20276423,0.145532236,0.205931114,0.837520471,0.21,0.014502869,0.870240202,0.920425411,0.304134648,0.301111256,0.215811013,0.242014768,1,0.45,1,0.421535792,0.444645418,0.16964727,0.168625804,0.120462061,0.169825994,0.670216377,0.14,0.01
88,"Korea, South",51922000,9.33452041,0.906654796,0.072601406,0.020743798,1,0.554260182,0.587432178,0.206997417,0.204997417,0.147084708,0.219123705,0.842067438,0.21,0.020483376,0.87969494,0.930420958,0.307449452,0.304356107,0.218184107,0.259610366,1,0.45,1,0.435688259,0.449461559,0.171530691,0.170458089,0.121804673,0.178564443,0.673853951,0.14,0.01
89,Kosovo,1870000,14.41855583,0.855814442,0.144185558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
90,Kuwait,4271000,2.550472384,0.974495276,0.023420426,0.002084298,1,0.548987284,0.581346928,0.204833319,0.202833319,0.145580356,0.206284524,0.837657807,0.21,0.01465565,0.870533144,0.920735098,0.304237226,0.301211721,0.215884328,0.242464711,1,0.45,1,0.421757218,0.444794161,0.169705795,0.168682375,0.120503842,0.170080917,0.670326246,0.14,0.01
91,Kyrgyzstan,6489000,4.494727976,0.95505272,0.038811191,0.006136089,1,0.550499752,0.583106464,0.205458716,0.203458716,0.146015379,0.209821587,0.838921573,0.21,0.016237711,0.87318217,0.923535612,0.3051656,0.302120653,0.21654861,0.247120643,1,0.45,1,0.42509792,0.446142168,0.170233979,0.169195168,0.120880537,0.17248372,0.671337259,0.14,0.01
92,Laos,7276000,4.075149964,0.9592485,0.036207587,0.004543912,1,0.550174073,0.582735363,0.205326624,0.203326624,0.145923653,0.208979319,0.838648848,0.21,0.015847487,0.87262342,0.922944888,0.30496956,0.301928809,0.216408127,0.245973035,1,0.45,1,0.424015938,0.445857005,0.170122866,0.169086659,0.120801398,0.171949395,0.671119078,0.14,0.01
93,Latvia,1905000,20.04362032,0.799563797,0.169012,0.031424203,1,0.5626026,0.597263476,0.210488698,0.208488698,0.14951576,0.237326019,0.849028353,0.21,0.028406159,0.894495433,0.946067498,0.312632829,0.309432393,0.22188957,0.282939785,1,0.45,1,0.4482356,0.456979577,0.174486517,0.173317505,0.123914451,0.191543241,0.679422683,0.14,0.01
94,Lebanon,6825000,7.002368134,0.929976319,0.058072265,0.011951416,1,0.552449896,0.585368785,0.206262976,0.204262976,0.14657469,0.214448421,0.840551539,0.21,0.018318288,0.87658819,0.927136428,0.306359452,0.303289428,0.217403023,0.253243021,1,0.45,1,0.429703149,0.44787607,0.170912857,0.169854785,0.121364619,0.175595749,0.672641231,0.14,0.01
95,Liberia,5058000,3.2534318,0.967465682,0.029153414,0.003380905,1,0.549534296,0.581985121,0.205060109,0.203060109,0.145738147,0.207544856,0.838114731,0.21,0.015216208,0.871493948,0.921750842,0.304573896,0.301541362,0.216125178,0.244114595,1,0.45,1,0.422880394,0.445282889,0.169897437,0.168868284,0.120640544,0.170945964,0.670691785,0.14,0.01
96,Libya,6871000,4.392040259,0.956079597,0.037680477,0.006239926,1,0.550419551,0.583009718,0.205424414,0.203424414,0.145991449,0.209669736,0.838854826,0.21,0.016175766,0.873036538,0.923381661,0.30511466,0.30207074,0.216512254,0.246937985,1,0.45,1,0.42508135,0.446068429,0.170204812,0.169167131,0.120859688,0.172363806,0.671283861,0.14,0.01
97,Liechtenstein,38000,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
98,Lithuania,2767000,19.70503316,0.802949668,0.162022844,0.035027487,1,0.562334898,0.596905351,0.210362551,0.208362551,0.149427075,0.237184026,0.848808272,0.21,0.028423651,0.893956552,0.945497927,0.312445301,0.309248251,0.221756652,0.282986436,1,0.45,1,0.449821198,0.456710354,0.174377299,0.173215276,0.123835924,0.191219594,0.679246617,0.14,0.01
99,Luxembourg,622000,14.18315418,0.858168458,0.111819013,0.030012528,1,0.558032848,0.591830183,0.208560391,0.206560391,0.148172088,0.227852593,0.84521905,0.21,0.024371932,0.88631619,0.93742083,0.30976967,0.306627839,0.219844054,0.271055138,1,0.45,1,0.443599015,0.452829939,0.172851233,0.171739414,0.122746593,0.184538229,0.67637524,0.14,0.01
100,Madagascar,27691000,2.986717126,0.970132829,0.026027066,0.003840105,1,0.549325799,0.581731566,0.204970256,0.202970256,0.145675425,0.207171292,0.837941366,0.21,0.015068201,0.871112282,0.921347379,0.304440451,0.301410584,0.216029991,0.243677881,1,0.45,1,0.422932673,0.445089848,0.16982092,0.168794893,0.120585823,0.170638676,0.670553093,0.14,0.01
101,Malawi,19130000,2.64543493,0.973545651,0.024399975,0.002054374,1,0.549061385,0.581435602,0.204864776,0.202864776,0.145602287,0.206432223,0.837719533,0.21,0.01471743,0.87066663,0.920876211,0.304283937,0.301257483,0.215917685,0.242646782,1,0.45,1,0.421805792,0.444861824,0.169732504,0.168708104,0.120522924,0.170193264,0.670375626,0.14,0.01
102,Malaysia,32366000,6.671754625,0.933282454,0.056574556,0.010142991,1,0.552193826,0.585083016,0.206161107,0.204161107,0.146504075,0.213723819,0.840336641,0.21,0.017973142,0.876157883,0.92668148,0.306208302,0.303141584,0.217294542,0.252228529,1,0.45,1,0.428572,0.447655802,0.170827519,0.169770945,0.121303922,0.175162534,0.672469312,0.14,0.01
103,Maldives,541000,3.703344606,0.962966554,0.030193213,0.006840233,1,0.549881769,0.582362028,0.205194743,0.203194743,0.145831249,0.208640744,0.838407174,0.21,0.015753783,0.872061558,0.922350986,0.304773597,0.301736564,0.21626881,0.245693829,1,0.45,1,0.424921878,0.445574653,0.170009576,0.168979382,0.120720148,0.171557465,0.670925739,0.14,0.01
104,Mali,20251000,2.507229758,0.974927702,0.022666258,0.00240604,1,0.548953233,0.581302851,0.204817762,0.202817762,0.145569445,0.20625116,0.837629699,0.21,0.014648469,0.870466813,0.920664985,0.304214106,0.301189034,0.215867906,0.242443117,1,0.45,1,0.421890082,0.444760885,0.1696924,0.168669734,0.120494228,0.170036536,0.670303759,0.14,0.01
105,Malta,486000,20.3493243,0.796506757,0.16961703,0.033876213,1,0.562838597,0.597518357,0.210579772,0.208579772,0.149578716,0.238081809,0.849227061,0.21,0.028778328,0.894879282,0.946473352,0.312767912,0.309564418,0.221986759,0.284033028,1,0.45,1,0.449673782,0.457177011,0.174562306,0.173392689,0.123968236,0.191960973,0.679581649,0.14,0.01
106,Mauritania,4650000,3.141112158,0.968588878,0.028189075,0.003222047,1,0.549446845,0.58188257,0.205023679,0.203023679,0.14571279,0.207348793,0.838041723,0.21,0.015129927,0.87133956,0.921587627,0.304519813,0.301488402,0.216086501,0.243860589,1,0.45,1,0.422725235,0.445204413,0.169866623,0.168838434,0.120618556,0.170808808,0.670633378,0.14,0.01
107,Mauritius,1270000,11.47417307,0.885258269,0.100219449,0.014522282,1,0.555935333,0.589496714,0.207728388,0.205728388,0.147595493,0.221841386,0.843458212,0.21,0.021498159,0.882802441,0.933705853,0.308535211,0.305420469,0.218957871,0.262608797,1,0.45,1,0.433992404,0.451030485,0.172154679,0.17105446,0.122251268,0.180973756,0.67496657,0.14,0.01
108,Mexico,128933000,7.223684981,0.92776315,0.058998011,0.013238839,1,0.552621235,0.585559161,0.206330861,0.204330861,0.146621731,0.214941931,0.840695395,0.21,0.018554557,0.87687486,0.927439516,0.306460173,0.303387936,0.217475334,0.253937425,1,0.45,1,0.430499005,0.448022906,0.170969676,0.169910678,0.12140502,0.17588744,0.672756316,0.14,0.01
109,Moldova,3525000,11.46955634,0.885304437,0.100346671,0.014348892,1,0.555931905,0.589494501,0.207727558,0.205727558,0.147594951,0.221814973,0.843455212,0.21,0.021483267,0.882799099,0.933702314,0.308533989,0.305419294,0.218956949,0.262565151,1,0.45,1,0.433902095,0.451028594,0.17215408,0.171053734,0.122250865,0.180964448,0.674964169,0.14,0.01
110,Monaco,39000,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
111,Mongolia,3278000,4.083538787,0.959164612,0.036404104,0.004431283,1,0.550180729,0.582744516,0.205329843,0.203329843,0.14592592,0.208980268,0.8386543,0.21,0.015845465,0.872637191,0.922959443,0.304974346,0.301933511,0.216411513,0.245967232,1,0.45,1,0.423964907,0.445863862,0.170125666,0.169089262,0.120803414,0.171956899,0.67112344,0.14,0.01
112,Montenegro,622000,14.97493664,0.850250634,0.123250616,0.02649875,1,0.558653952,0.592608706,0.208835734,0.206835734,0.148364739,0.228725012,0.845733709,0.21,0.024665072,0.887487934,0.93865943,0.310178726,0.307028977,0.220135233,0.271923626,1,0.45,1,0.442362079,0.453420215,0.173086987,0.171963737,0.122915491,0.185403147,0.676786967,0.14,0.01
113,Morocco,36911000,7.012904821,0.929870952,0.061175574,0.008953474,1,0.552461112,0.58541456,0.206278445,0.204278445,0.146586108,0.214135401,0.840558388,0.21,0.018121508,0.876656904,0.927208983,0.306382603,0.303312473,0.217418703,0.252667293,1,0.45,1,0.428202244,0.447907535,0.170927799,0.169866624,0.121375721,0.175542333,0.672646711,0.14,0.01
114,Mozambique,31255000,2.890764457,0.971092355,0.026657434,0.002250211,1,0.549252546,0.581661408,0.204944951,0.202944951,0.145658125,0.206843839,0.837878997,0.21,0.014895608,0.871006566,0.921235577,0.304402973,0.301374066,0.216002767,0.243171506,1,0.45,1,0.422068668,0.445034441,0.169800413,0.168773756,0.120571402,0.170489514,0.670503197,0.14,0.01
115,Namibia,2541000,3.636031681,0.963639683,0.03230589,0.004054427,1,0.54983205,0.582332856,0.205183673,0.203183673,0.145824124,0.208227277,0.838363421,0.21,0.015519114,0.872017465,0.922304293,0.304757329,0.301720969,0.216256393,0.245006174,1,0.45,1,0.423475518,0.445549147,0.170001871,0.168969565,0.120715043,0.171416075,0.670890736,0.14,0.01
116,Nepal,29137000,5.727670776,0.942723292,0.049895166,0.007381542,1,0.551460202,0.584238155,0.205860605,0.203860605,0.14629522,0.211918966,0.839722986,0.21,0.01715094,0.874885871,0.925336703,0.305762269,0.302704993,0.216975159,0.249809715,1,0.45,1,0.426550455,0.447007594,0.170574222,0.169524326,0.12112339,0.173978322,0.671978389,0.14,0.01
117,Netherlands,17330000,19.19619263,0.808038074,0.155497278,0.036464648,1,0.561936566,0.596414883,0.210188885,0.208188885,0.14930573,0.236533058,0.848477525,0.21,0.028179438,0.893218306,0.944717537,0.312187347,0.308995385,0.221572809,0.282264926,1,0.45,1,0.450203167,0.45633758,0.174229075,0.173073578,0.123729845,0.190645691,0.67898202,0.14,0.01
118,New Zealand,4971000,15.65242453,0.843475755,0.124741898,0.031782348,1,0.559177109,0.593175367,0.209038171,0.207038171,0.148504711,0.230383413,0.846174076,0.21,0.025479629,0.888341312,0.939561724,0.310478994,0.30732247,0.220351219,0.274316488,1,0.45,1,0.445473645,0.453858963,0.173255549,0.172130808,0.123035138,0.186325597,0.677139261,0.14,0.01
119,Nicaragua,6625000,5.247497448,0.947525026,0.043721325,0.008753649,1,0.551084294,0.583775129,0.20569666,0.20369666,0.146180663,0.211306422,0.839410873,0.21,0.016921566,0.874188931,0.924599977,0.305518752,0.302466277,0.21680161,0.249132021,1,0.45,1,0.426918909,0.446655694,0.170434285,0.169390563,0.121023239,0.173437102,0.671728699,0.14,0.01
120,Niger,24207000,2.595007883,0.974049921,0.023940198,0.002009881,1,0.549022096,0.581389239,0.204848313,0.202848313,0.145590822,0.206347149,0.837686755,0.21,0.014680517,0.870596833,0.920802424,0.304259495,0.301233545,0.215900213,0.242538082,1,0.45,1,0.421749625,0.444826377,0.169718563,0.168694622,0.120512972,0.170132277,0.670349404,0.14,0.01
121,Nigeria,206140000,2.747377005,0.97252623,0.025467648,0.002006122,1,0.549140948,0.581530987,0.20489861,0.20289861,0.145625878,0.206589003,0.837785795,0.21,0.014782654,0.870810218,0.921028002,0.304334178,0.301306704,0.215953557,0.242839025,1,0.45,1,0.421849822,0.444934589,0.169761241,0.168735773,0.120543457,0.170313513,0.670428636,0.14,0.01
122,North Macedonia,2083000,13.67018138,0.863298186,0.136701814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
123,Norway,5422000,17.04922216,0.829507778,0.138452271,0.03203995,1,0.560266353,0.594471297,0.209498084,0.207498084,0.148825201,0.232632658,0.847081994,0.21,0.026435794,0.890292192,0.94162409,0.311161879,0.307991387,0.220839068,0.27713341,1,0.45,1,0.446539074,0.454848628,0.173645622,0.17250717,0.123313725,0.187993453,0.677865596,0.14,0.01
124,Oman,5107000,2.392786956,0.97607213,0.021011441,0.002916429,1,0.548863457,0.581190295,0.204777954,0.202777954,0.145541592,0.206125338,0.837555311,0.21,0.01460627,0.870297406,0.920485913,0.304154967,0.301131039,0.21582581,0.242318088,1,0.45,1,0.422070131,0.444675547,0.169658315,0.168637303,0.120469808,0.169911578,0.670244249,0.14,0.01
125,Pakistan,220892000,4.312774311,0.956872257,0.036446058,0.006681685,1,0.550357282,0.5829307,0.205396489,0.203396489,0.145971893,0.209592296,0.838803303,0.21,0.016152539,0.872917614,0.923255954,0.305073169,0.302030042,0.216482744,0.246868948,1,0.45,1,0.425250446,0.446008616,0.17018085,0.169144404,0.12084251,0.172279199,0.671242643,0.14,0.01
126,Panama,4315000,8.10473108,0.918952689,0.064139341,0.01690797,1,0.553304782,0.586334504,0.206606929,0.204606929,0.146813364,0.216746399,0.841268075,0.21,0.019396121,0.87804228,0.928673751,0.30686987,0.303788823,0.217769024,0.256412054,1,0.45,1,0.432934879,0.448619095,0.171201693,0.170137553,0.121570222,0.177016605,0.67321446,0.14,0.01
127,Papua New Guinea,8947000,3.445269251,0.965547308,0.03143523,0.003017462,1,0.549684293,0.582167891,0.205124869,0.203124869,0.14578336,0.207809899,0.838239425,0.21,0.015320408,0.871769063,0.922041667,0.304670077,0.301635624,0.216193774,0.244422108,1,0.45,1,0.422826114,0.445422001,0.169952606,0.16892117,0.120680001,0.171166255,0.67079154,0.14,0.01
128,Paraguay,7133000,6.430215009,0.93569785,0.054114844,0.010187306,1,0.55200538,0.584857852,0.206081222,0.204081222,0.146448388,0.213344646,0.84017964,0.21,0.017813841,0.875818929,0.926323159,0.306089682,0.303025379,0.217209826,0.2517591,1,0.45,1,0.428432459,0.447483954,0.170759711,0.169705596,0.121255481,0.174876077,0.672343712,0.14,0.01
129,Peru,32972000,8.088392792,0.919116072,0.066268328,0.0146156,1,0.553294331,0.586346818,0.206610707,0.204610707,0.146816484,0.216468261,0.841257455,0.21,0.019229261,0.878060669,0.928693125,0.306875619,0.303794735,0.217772475,0.255923522,1,0.45,1,0.43177087,0.448625834,0.171206288,0.170140019,0.121573832,0.176946731,0.673205964,0.14,0.01
130,Philippines,109581000,5.122568768,0.948774312,0.045930697,0.005294991,1,0.550990309,0.583700449,0.205669268,0.203669268,0.146162306,0.210727333,0.83932967,0.21,0.016602426,0.874076286,0.924480797,0.305478289,0.302427063,0.216771719,0.248196389,1,0.45,1,0.425095502,0.446594664,0.170413139,0.169367209,0.121008629,0.173212347,0.671663736,0.14,0.01
131,Poland,37806000,17.51781676,0.824821832,0.146146906,0.029031262,1,0.560634866,0.594943194,0.209664754,0.207664754,0.148942004,0.233046767,0.847386581,0.21,0.026546099,0.891002381,0.942374775,0.311409543,0.308234364,0.221015111,0.277462498,1,0.45,1,0.445339662,0.4552054,0.173788864,0.172642717,0.12341647,0.18848489,0.678109265,0.14,0.01
132,Portugal,10195000,21.95385754,0.780461425,0.170256026,0.04928255,1,0.564074726,0.598825697,0.211047643,0.209047643,0.14990154,0.242327714,0.850270007,0.21,0.030904206,0.896848315,0.948555341,0.313461695,0.310242156,0.22248672,0.290275865,1,0.45,1,0.458498207,0.458192978,0.17494995,0.173779694,0.124242924,0.194209307,0.680416006,0.14,0.01
133,Qatar,2881000,1.370070339,0.986299297,0.012827019,0.000873684,1,0.548067781,0.580263681,0.204448628,0.202448628,0.145312495,0.204274517,0.836890546,0.21,0.013780098,0.868902372,0.919011104,0.303666092,0.300652392,0.21547603,0.239886602,1,0.45,1,0.42035741,0.44396576,0.169380125,0.168367298,0.120271393,0.168649605,0.669712437,0.14,0.01
134,Romania,19247000,18.33870139,0.816612986,0.149157328,0.034229686,1,0.561269957,0.595644236,0.209914853,0.207914853,0.149115212,0.234923801,0.847920156,0.21,0.027451226,0.892058048,0.943490914,0.311780586,0.308597199,0.221281627,0.280122336,1,0.45,1,0.448504462,0.455746641,0.173997918,0.17284876,0.123565051,0.189576108,0.678536125,0.14,0.01
135,Russia,144222000,14.67470832,0.853252917,0.126425209,0.020321874,1,0.558425951,0.592403616,0.208761366,0.206761366,0.148314217,0.227568192,0.84553856,0.21,0.024043291,0.887178798,0.938332453,0.310068676,0.306921929,0.22005486,0.270099975,1,0.45,1,0.439053957,0.453256468,0.173027631,0.171901206,0.122873976,0.184909984,0.676630848,0.14,0.01
136,Rwanda,12952000,2.938196078,0.970618039,0.026545428,0.002836532,1,0.549288956,0.581698484,0.204958259,0.202958259,0.145667275,0.20698375,0.837909827,0.21,0.014967352,0.871062417,0.921294636,0.304422697,0.301393315,0.216017022,0.243382098,1,0.45,1,0.422395367,0.445063427,0.169811349,0.168784803,0.12057913,0.170558857,0.670527862,0.14,0.01
137,San Marino,34000,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
138,Sao Tome and Principe,219000,2.925678109,0.970743219,0.025743291,0.00351349,1,0.549278515,0.581678719,0.20495142,0.20295142,0.145662365,0.207038312,0.837901691,0.21,0.015004973,0.871032707,0.921263247,0.304412501,0.301383245,0.216009933,0.243492027,1,0.45,1,0.42272749,0.445049124,0.169805136,0.168779393,0.120574595,0.170558854,0.670521353,0.14,0.01
139,Saudi Arabia,34814000,3.314088023,0.96685912,0.029203535,0.003937345,1,0.549581051,0.582034854,0.2050779,0.2030779,0.145750428,0.207702508,0.838154157,0.21,0.015294807,0.871568851,0.921830041,0.304600279,0.301567138,0.216144181,0.244345426,1,0.45,1,0.423200923,0.445321504,0.169912195,0.168882992,0.120651006,0.171030386,0.670723326,0.14,0.01
140,Senegal,16744000,3.086823701,0.969131763,0.027689711,0.003178526,1,0.549404544,0.581832604,0.205005938,0.203005938,0.145700434,0.207257688,0.838006435,0.21,0.015090485,0.87126434,0.921508107,0.304493472,0.301462604,0.216067674,0.243744438,1,0.45,1,0.42266697,0.445166217,0.169851597,0.168823907,0.120607829,0.170743248,0.670605148,0.14,0.01
141,Serbia,6929000,18.34579269,0.816542073,0.1520308,0.031427127,1,0.561278291,0.595684462,0.209928403,0.207928403,0.149125251,0.234626794,0.847924765,0.21,0.027265417,0.892118421,0.943554658,0.311800876,0.308617418,0.221295319,0.279578668,1,0.45,1,0.447099526,0.455774096,0.174011113,0.172859083,0.123574877,0.18952289,0.678539812,0.14,0.01
142,Seychelles,98000,7.594545604,0.924054544,0.065815674,0.010129782,1,0.552913616,0.58594137,0.206465681,0.204465681,0.146716356,0.215189603,0.840936455,0.21,0.01859236,0.877450028,0.928047462,0.306660549,0.303584603,0.217617572,0.254053027,1,0.45,1,0.429183626,0.448311089,0.171085954,0.170020138,0.12148852,0.176260364,0.672949164,0.14,0.01
143,Sierra Leone,7977000,2.966556211,0.970334438,0.026903623,0.002761939,1,0.549311152,0.581725754,0.204967916,0.202967916,0.145674022,0.207020638,0.837928262,0.21,0.014981338,0.871103464,0.921338026,0.304437041,0.301407375,0.216027247,0.243423407,1,0.45,1,0.422376848,0.445084159,0.169819588,0.168792684,0.120585025,0.170590965,0.670542609,0.14,0.01
144,Singapore,5772000,11.46338019,0.885366198,0.098875494,0.015758308,1,0.555925678,0.589471844,0.207719882,0.205719882,0.147589303,0.221960188,0.843451197,0.21,0.021574956,0.882765083,0.933666395,0.308522506,0.305407873,0.21894915,0.262833396,1,0.45,1,0.434606894,0.451012933,0.172146713,0.171047838,0.122245401,0.180988105,0.674960958,0.14,0.01
145,Slovakia,5448000,15.6292465,0.843707535,0.135654288,0.020638177,1,0.559170174,0.593287541,0.209075099,0.207075099,0.148532812,0.229120701,0.84615901,0.21,0.02470625,0.888509458,0.939739159,0.310534502,0.307378209,0.220387684,0.272052905,1,0.45,1,0.439852598,0.45393166,0.173293636,0.172157982,0.123063935,0.186052843,0.677127208,0.14,0.01
146,Slovenia,2067000,19.60687965,0.803931204,0.161122776,0.034946021,1,0.56225842,0.596815046,0.210330486,0.208330486,0.149404744,0.237019001,0.848744472,0.21,0.028352153,0.893820603,0.945354208,0.312397695,0.309201626,0.221722624,0.28277588,1,0.45,1,0.449714458,0.456641316,0.174350142,0.173189019,0.123816538,0.191100999,0.679195577,0.14,0.01
147,Somalia,15893000,2.873310943,0.971266891,0.02587986,0.002853249,1,0.549238329,0.58163794,0.20493678,0.20293678,0.145652302,0.206882422,0.837867652,0.21,0.014924886,0.870971277,0.921198288,0.304390803,0.30136207,0.215994246,0.243256952,1,0.45,1,0.422360303,0.445017225,0.169793114,0.168767234,0.120566102,0.170482012,0.670494122,0.14,0.01
148,South Africa,59309000,5.318005005,0.94681995,0.048541322,0.004638729,1,0.551143405,0.58389008,0.205736387,0.203736387,0.146209225,0.210965888,0.839456703,0.21,0.016689133,0.87436171,0.924782512,0.30557799,0.30252481,0.216842747,0.248452757,1,0.45,1,0.424896344,0.446738674,0.170470486,0.169421945,0.121049685,0.173430478,0.671765363,0.14,0.01
149,South Sudan,11194000,3.39848288,0.966015171,0.030101352,0.003883477,1,0.549646933,0.582113987,0.205105965,0.203105965,0.145770001,0.20783077,0.838209014,0.21,0.015347857,0.871687973,0.921955969,0.304641956,0.301607971,0.216173935,0.244501808,1,0.45,1,0.423230373,0.445381855,0.169936041,0.16890594,0.120668046,0.171129631,0.670767211,0.14,0.01
150,Spain,46711000,19.37850752,0.806214925,0.147010388,0.046774688,1,0.562068461,0.596460716,0.210207809,0.208207809,0.149316733,0.237957043,0.84859603,0.21,0.029003036,0.893287966,0.944791472,0.312214821,0.309021035,0.221595379,0.284677608,1,0.45,1,0.455511268,0.456384543,0.174238883,0.173091873,0.123735377,0.191089467,0.679076824,0.14,0.01
151,Sri Lanka,21837000,10.47321975,0.895267803,0.09178761,0.012944587,1,0.555156167,0.588584759,0.207404384,0.205404384,0.147370007,0.220076324,0.842807593,0.21,0.020718236,0.881429505,0.932254418,0.30805421,0.304949478,0.218613849,0.260312948,1,0.45,1,0.432528185,0.450332429,0.171880723,0.170788936,0.12205581,0.179747912,0.674446074,0.14,0.01
