,CountryName,TotalPop,pop_over_65,X0to64,X65to79,over80,total,beta1,beta2,gamma1,gamma2,gamma3,hosp_rate,sympt_rate,mu,delta,beta1_UB,beta2_UB,gamma1_UB,gamma2_UB,gamma3_UB,hosp_rate_UB,sympt_rate_UB,mu_UB,delta_UB,beta1_LB,beta2_LB,gamma1_LB,gamma2_LB,gamma3_LB,hosp_rate_LB,sympt_rate_LB,mu_LB,delta_LB
30,Cambodia,16719000,4.568680018,0.9543132,0.041195252,0.004491548,1,0.550559079,0.583194974,0.205489698,0.203489698,0.146037322,0.209758272,0.838969642,0.21,0.016175578,0.873315304,0.923676307,0.305211704,0.302166017,0.216581072,0.246939804,1,0.45,1,0.424320264,0.44620783,0.170261264,0.169220069,0.120900261,0.172535543,0.671375714,0.14,0.01
31,Cameroon,26546000,2.728877355,0.972711227,0.02483463,0.002454143,1,0.54912607,0.581508406,0.204890713,0.202890713,0.145620279,0.206608871,0.83777377,0.21,0.014800687,0.870776254,0.92099211,0.304322425,0.301295136,0.215945291,0.242891552,1,0.45,1,0.422062782,0.44491787,0.169754269,0.168729434,0.120538413,0.170301355,0.670419016,0.14,0.01
32,Canada,37684000,17.23200668,0.827679933,0.13788157,0.034438497,1,0.560406527,0.594612504,0.209548808,0.207548808,0.148860046,0.233187125,0.847200804,0.21,0.026721726,0.890504916,0.941849038,0.311237052,0.308064732,0.220893448,0.277972634,1,0.45,1,0.447868008,0.454959217,0.173687208,0.172549326,0.123343086,0.188263735,0.677960643,0.14,0.01
33,Central African Republic,4830000,2.825773707,0.971742263,0.025977404,0.002280333,1,0.549201823,0.581600606,0.204923384,0.202923384,0.145643087,0.206743817,0.837836753,0.21,0.014853983,0.870915037,0.921138819,0.304370947,0.301342689,0.215979899,0.243048818,1,0.45,1,0.422040276,0.444988057,0.169782095,0.168756118,0.120558314,0.170412838,0.670469402,0.14,0.01
34,Chad,16426000,2.480518944,0.975194811,0.022151716,0.002653473,1,0.548932151,0.581275041,0.204807957,0.202807957,0.145562559,0.206235907,0.837612337,0.21,0.014647345,0.870424964,0.920620752,0.304199533,0.301174728,0.215857568,0.242439469,1,0.45,1,0.421996645,0.444739941,0.169683931,0.16866178,0.120488143,0.170010194,0.67028987,0.14,0.01
35,Chile,19116000,11.52980166,0.884701983,0.095445747,0.019852269,1,0.555973393,0.589484488,0.207725425,0.205725425,0.147592298,0.222516134,0.843494371,0.21,0.021897981,0.882784381,0.933686913,0.308530489,0.305415191,0.218956022,0.263779609,1,0.45,1,0.436710659,0.451027341,0.172148935,0.17105349,0.122246404,0.181157214,0.674995497,0.14,0.01
36,China,1401379000,10.92088354,0.890791165,0.095252216,0.013956619,1,0.555504333,0.588988942,0.207548065,0.205548065,0.147469933,0.220899433,0.843098574,0.21,0.021087884,0.882038018,0.932897732,0.308267493,0.305158284,0.218766483,0.261400717,1,0.45,1,0.433337172,0.450642174,0.172002021,0.170906769,0.122142307,0.180302897,0.674678859,0.14,0.01
37,Colombia,50883000,8.47804702,0.91521953,0.069937777,0.014842693,1,0.553598034,0.586706471,0.206738385,0.204738385,0.146905423,0.217112791,0.841510731,0.21,0.019506551,0.878602097,0.929265498,0.307065187,0.303980406,0.217907946,0.256740229,1,0.45,1,0.432146166,0.448900672,0.171314482,0.170244545,0.121651081,0.177415415,0.673408584,0.14,0.01
38,Congo (Brazzaville),5518000,2.681719539,0.973182805,0.023705916,0.003111279,1,0.54908863,0.581456664,0.204872522,0.202872522,0.145607462,0.206606175,0.837743118,0.21,0.014813683,0.870698404,0.920909831,0.304295375,0.301268558,0.215926157,0.242928949,1,0.45,1,0.422361726,0.444879131,0.169738436,0.16871473,0.12052701,0.170259694,0.670394494,0.14,0.01
39,Congo (Kinshasa),89561000,3.017840622,0.969821594,0.028102218,0.002076189,1,0.54935184,0.581781678,0.204987583,0.202987583,0.145687875,0.207026747,0.837961596,0.21,0.01496917,0.871187605,0.921426957,0.304466285,0.301436106,0.216047939,0.243388486,1,0.45,1,0.422066276,0.445126057,0.169836691,0.168808588,0.12059734,0.170636906,0.670569277,0.14,0.01
40,Costa Rica,5094000,9.549847673,0.904501523,0.077974672,0.017523804,1,0.554431357,0.587671073,0.207081355,0.205081355,0.147143894,0.219111876,0.842207401,0.21,0.020409116,0.880054358,0.930800822,0.307574283,0.304478784,0.218272351,0.259395935,1,0.45,1,0.434212872,0.449640201,0.171603862,0.170525887,0.121857398,0.178749842,0.673965921,0.14,0.01
41,Cote d'Ivoire,26378000,2.858943015,0.97141057,0.025914475,0.002674955,1,0.549227301,0.581626718,0.204932751,0.202932751,0.145649532,0.206839964,0.837858313,0.21,0.014903107,0.870954371,0.921180412,0.304384832,0.301356243,0.21598993,0.243193023,1,0.45,1,0.422260994,0.44500845,0.169789804,0.16876389,0.120563764,0.170460991,0.67048665,0.14,0.01
42,Croatia,4052000,20.44543301,0.79554567,0.168036199,0.036418131,1,0.56291102,0.597577235,0.21060132,0.20860132,0.149593195,0.238514233,0.849289531,0.21,0.029015764,0.89496808,0.946567296,0.312799753,0.309595299,0.222010229,0.284729165,1,0.45,1,0.45101676,0.457224912,0.174579049,0.173411013,0.123979832,0.192131264,0.679631625,0.14,0.01
43,Cuba,11327000,15.18621142,0.848137886,0.121315533,0.030546581,1,0.558814698,0.592756618,0.208889263,0.206889263,0.148401189,0.2295062,0.845871037,0.21,0.025082302,0.887710858,0.938895208,0.310257964,0.307106102,0.220192988,0.273147468,1,0.45,1,0.444539692,0.453537837,0.173129953,0.172008637,0.122945603,0.185743616,0.67689683,0.14,0.01
44,Cyprus,1207000,13.71906177,0.862809382,0.112529077,0.02466154,1,0.557676207,0.591462789,0.208428644,0.206428644,0.1480814,0.226526078,0.84491739,0.21,0.023696194,0.885762779,0.936835642,0.309574371,0.30643718,0.219703025,0.269071389,1,0.45,1,0.440596526,0.452543242,0.172742691,0.171630162,0.122669828,0.183868237,0.676133912,0.14,0.01
45,Czech Republic,10631000,19.42087689,0.805791231,0.165834573,0.028374196,1,0.56211991,0.596720925,0.210295393,0.208295393,0.149381679,0.236000356,0.84862357,0.21,0.027780275,0.893678492,0.945203788,0.312345985,0.309151776,0.22168381,0.281099801,1,0.45,1,0.446284208,0.456561829,0.174324349,0.173158514,0.123799053,0.190735076,0.679098856,0.14,0.01
46,Denmark,5840000,19.81295264,0.801870474,0.162438777,0.035690749,1,0.562418412,0.596997757,0.210395511,0.208395511,0.149449907,0.237428577,0.848878419,0.21,0.028541275,0.8940957,0.945645046,0.312494202,0.309296073,0.22179177,0.283332105,1,0.45,1,0.450227125,0.45678167,0.174404864,0.173242425,0.123855518,0.19136261,0.679302735,0.14,0.01
47,Djibouti,988000,4.527579378,0.954724206,0.04013821,0.005137583,1,0.550526374,0.583148998,0.205473551,0.203473551,0.146025931,0.209763985,0.838942927,0.21,0.016191889,0.873246135,0.923603203,0.305187688,0.302142413,0.216564102,0.246986986,1,0.45,1,0.424617683,0.446173481,0.170247172,0.169207034,0.120890103,0.172500846,0.671354341,0.14,0.01
48,Dominica,72000,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.01
49,Dominican Republic,10848000,7.082817476,0.929171825,0.056707979,0.014120196,1,0.552510477,0.585417578,0.206280849,0.204280849,0.146586687,0.214814901,0.840603831,0.21,0.018519827,0.876661781,0.927214286,0.306385859,0.303315031,0.217422505,0.253833898,1,0.45,1,0.430847946,0.447915839,0.170926708,0.16987,0.121374203,0.175739197,0.672683065,0.14,0.01
50,Ecuador,17643000,7.157289727,0.928427103,0.058454446,0.013118451,1,0.552569568,0.585498858,0.206309432,0.204309432,0.146606821,0.21482312,0.840652238,0.21,0.018501753,0.876784073,0.927343538,0.306428361,0.303356788,0.217452578,0.253782005,1,0.45,1,0.430393965,0.447976728,0.170951567,0.169893113,0.121392103,0.175805781,0.672721791,0.14,0.01
51,Egypt,102334000,5.229779346,0.947702207,0.046360143,0.005937651,1,0.55107329,0.583792443,0.205702077,0.203702077,0.146185036,0.210968491,0.839399357,0.21,0.016718172,0.874214813,0.924627258,0.305526966,0.302474668,0.216806672,0.248536556,1,0.45,1,0.42549059,0.446665642,0.170440588,0.169394227,0.121028143,0.173354066,0.671719485,0.14,0.01
52,El Salvador,6486000,8.287090005,0.9171291,0.066408457,0.016462443,1,0.553447468,0.586509444,0.20666889,0.20466889,0.146856643,0.216987342,0.841386609,0.21,0.019488371,0.878305602,0.928952107,0.306961899,0.303879029,0.217834632,0.256684464,1,0.45,1,0.432832959,0.448752134,0.171254535,0.170188127,0.121608031,0.177223811,0.673309287,0.14,0.01
53,Eritrea,3213970,3.95,0.9605,0.035459078,0.004040922,1,0.550076959,0.582625009,0.205287336,0.203287336,0.145896377,0.208725001,0.8385675,0.21,0.015729183,0.872457263,0.922769222,0.304911254,0.301871754,0.216366336,0.245625144,1,0.45,1,0.423679084,0.445772173,0.170089836,0.169054377,0.120777877,0.1717894,0.671054,0.14,0.01
54,Equatorial Guinea,1403000,2.457877347,0.975421227,0.022254324,0.002324449,1,0.54891482,0.581257933,0.204801802,0.202801802,0.145558338,0.206163714,0.83759762,0.21,0.014609756,0.870399188,0.920593494,0.304190413,0.301165834,0.215850959,0.242329163,1,0.45,1,0.421815976,0.444726497,0.169678908,0.168656654,0.120484602,0.169976012,0.670278096,0.14,0.01
55,Estonia,1313000,19.62635685,0.803736432,0.164798401,0.031465168,1,0.562277093,0.59687493,0.210350837,0.208350837,0.149419667,0.236667076,0.848757132,0.21,0.028128543,0.893910527,0.94544917,0.312428124,0.30923186,0.221743364,0.282121755,1,0.45,1,0.447976638,0.456682992,0.174369519,0.173204721,0.123830876,0.191047598,0.679205706,0.14,0.01
56,Eswatini,1160000,4.014587941,0.959854121,0.037376919,0.00276896,1,0.55012861,0.582700339,0.205313738,0.203313738,0.145915048,0.20868778,0.838609482,0.21,0.015686092,0.872570582,0.92288898,0.304950534,0.301910388,0.21639403,0.245499907,1,0.45,1,0.423082561,0.445828206,0.170113009,0.169075632,0.120794611,0.171838277,0.671087586,0.14,0.01
57,Ethiopia,114964000,3.501132998,0.96498867,0.030465932,0.004545398,1,0.549726338,0.582201509,0.205137192,0.203137192,0.145791624,0.208066795,0.838275736,0.21,0.015461848,0.871819769,0.922095314,0.304688283,0.301653271,0.216207215,0.244836777,1,0.45,1,0.423632094,0.445449441,0.169962136,0.16893167,0.12068659,0.171266347,0.670820589,0.14,0.01
58,Fiji,896000,5.449680413,0.945503196,0.049781729,0.004715075,1,0.551246036,0.584011622,0.205779534,0.203779534,0.146239281,0.21118365,0.839542292,0.21,0.01678281,0.874544681,0.924975941,0.305642053,0.302587556,0.216888528,0.248728667,1,0.45,1,0.425022969,0.446831553,0.17050705,0.169457268,0.121075791,0.173588851,0.671833834,0.14,0.01
59,Finland,5548000,21.72078755,0.782792125,0.177980438,0.039227437,1,0.563902987,0.598729603,0.21101095,0.20901095,0.149878099,0.24085107,0.850118512,0.21,0.030063835,0.896703009,0.948401444,0.313407821,0.310190613,0.222445366,0.287813419,1,0.45,1,0.453284329,0.45810794,0.174924911,0.17374693,0.124226475,0.193710741,0.68029481,0.14,0.01
60,France,67443000,20.03462475,0.799653753,0.154673395,0.045672853,1,0.562581334,0.597084127,0.210428735,0.208428735,0.149470945,0.238879067,0.849022506,0.21,0.029369022,0.894226363,0.94578346,0.312542929,0.309342583,0.221829427,0.285757455,1,0.45,1,0.455396644,0.456859201,0.174427004,0.17327233,0.123869906,0.191846006,0.679418005,0.14,0.01
61,Gabon,2226000,3.563907468,0.964360925,0.031785922,0.003853152,1,0.549775995,0.582268196,0.205160677,0.203160677,0.145808139,0.20809046,0.83831654,0.21,0.01545696,0.871920114,0.922201373,0.304723196,0.301687557,0.216231955,0.244823314,1,0.45,1,0.423325954,0.445499549,0.169982481,0.168950696,0.120701222,0.171325819,0.670853232,0.14,0.01
62,Gambia,2417000,2.589980939,0.974100191,0.023461878,0.002437931,1,0.549017747,0.581379427,0.204844942,0.202844942,0.145588382,0.206386242,0.837683488,0.21,0.014706246,0.870582091,0.920786851,0.304254463,0.301228563,0.215896742,0.242613311,1,0.45,1,0.421961566,0.444819383,0.169715443,0.168691981,0.120510682,0.170135712,0.67034679,0.14,0.01
63,Georgia,3711000,14.86549143,0.851345086,0.123459549,0.025195365,1,0.558569888,0.592522563,0.208804831,0.206804831,0.148343477,0.228407622,0.845662569,0.21,0.024502895,0.887358171,0.938522215,0.310132919,0.306984264,0.220102141,0.271447551,1,0.45,1,0.441633148,0.453352936,0.173061556,0.171938097,0.122897512,0.185244233,0.676730056,0.14,0.01
64,Germany,82678000,21.461962,0.78538038,0.163916092,0.050703528,1,0.563689627,0.598351182,0.210879633,0.208879633,0.149784141,0.241701908,0.849950275,0.21,0.030670278,0.896134083,0.947800337,0.31321214,0.309997521,0.222308873,0.289584687,1,0.45,1,0.458883389,0.457832365,0.174806535,0.173642619,0.124140282,0.193655212,0.68016022,0.14,0.01
65,Ghana,31073000,3.068898007,0.96931102,0.027889368,0.002799612,1,0.549390941,0.58182048,0.205001538,0.203001538,0.145697448,0.207187505,0.837994784,0.21,0.015052673,0.871246064,0.921488776,0.304486962,0.301456273,0.216062916,0.243633541,1,0.45,1,0.422464366,0.445156521,0.169848093,0.168820204,0.120605381,0.17071358,0.670595827,0.14,0.01
66,Greece,10665000,21.65527208,0.783447279,0.155162135,0.061390585,1,0.563829722,0.598402716,0.210900677,0.208900677,0.149796541,0.243184847,0.850075927,0.21,0.031526903,0.89621235,0.947883382,0.31324274,0.310026187,0.222333783,0.292094165,1,0.45,1,0.464388497,0.457884118,0.174817914,0.173662752,0.124146883,0.194120367,0.680260741,0.14,0.01
67,Grenada,113000,9.621906796,0.903780932,0.078929798,0.01728927,1,0.554487798,0.587740902,0.207106072,0.205106072,0.147161171,0.219200652,0.842254239,0.21,0.020441592,0.880159463,0.930911926,0.307610999,0.30451478,0.21829851,0.25949194,1,0.45,1,0.434143181,0.44969324,0.171624977,0.170546047,0.121872514,0.178830433,0.674003392,0.14,0.01
68,Guatemala,17916000,4.812072508,0.951879275,0.038768975,0.00935175,1,0.550744065,0.583363006,0.205550577,0.203550577,0.146078721,0.210679888,0.839127847,0.21,0.016669632,0.87356857,0.923944184,0.305301805,0.302253684,0.216646818,0.248388902,1,0.45,1,0.426928019,0.446341757,0.170309973,0.169271204,0.120934359,0.172932105,0.671502278,0.14,0.01
69,Guinea,13133000,2.926022448,0.970739776,0.026676572,0.002583652,1,0.549279714,0.581690197,0.204955253,0.202955253,0.145665234,0.206936577,0.837901915,0.21,0.014941975,0.871049926,0.921281424,0.304418249,0.301388989,0.216013773,0.243307671,1,0.45,1,0.422260012,0.445056807,0.169808952,0.168782275,0.120577454,0.170538807,0.670521532,0.14,0.01
70,Guinea-Bissau,1968000,2.823716336,0.971762837,0.026350237,0.001886926,1,0.549200612,0.581603413,0.204924279,0.202924279,0.145643794,0.206697271,0.837835416,0.21,0.014825848,0.870919238,0.921143249,0.304372299,0.301344062,0.215980753,0.242966457,1,0.45,1,0.421841014,0.444989743,0.169783093,0.168756743,0.120559082,0.170401735,0.670468332,0.14,0.01
71,Guyana,787000,6.450271243,0.935497288,0.053722634,0.010780079,1,0.552020432,0.584869391,0.206085469,0.204085469,0.146451222,0.21344174,0.840192676,0.21,0.017867628,0.875836338,0.92634158,0.306095952,0.30303145,0.217214475,0.251916773,1,0.45,1,0.428744061,0.447493452,0.170762956,0.169709233,0.121257714,0.174912985,0.672354141,0.14,0.01
72,Haiti,11403000,4.949403848,0.950505962,0.042678099,0.00681594,1,0.550853719,0.583521154,0.20560604,0.20360604,0.146117915,0.210619305,0.839217112,0.21,0.016589483,0.873806478,0.924195615,0.305384312,0.302334818,0.216705028,0.248156192,1,0.45,1,0.425744518,0.446459549,0.170358569,0.169315891,0.120969433,0.173039741,0.67157369,0.14,0.01
73,Honduras,9905000,4.690617659,0.953093823,0.038352463,0.008553714,1,0.550650128,0.58325963,0.205513689,0.203513689,0.146053181,0.210398991,0.839048901,0.21,0.016533748,0.873412898,0.923779594,0.30524708,0.302200174,0.216607501,0.247989612,1,0.45,1,0.426445232,0.446261909,0.170279158,0.169240806,0.120912462,0.172770017,0.671439121,0.14,0.01
74,Hungary,9695000,19.15772538,0.808422746,0.164915917,0.026661336,1,0.561916364,0.596496749,0.210215404,0.208215404,0.149326293,0.23539353,0.848452521,0.21,0.027486962,0.893340911,0.944846868,0.312227317,0.30903574,0.221598559,0.280237902,1,0.45,1,0.445246328,0.456388694,0.174257518,0.173092602,0.123751561,0.190384243,0.678962017,0.14,0.01
